2019 Data View: Medicare Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTRACT_ID,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,"HD1: Staying Healthy: Screenings, Tests and Vaccines",,,,,,,HD2: Managing Chronic (Long Term) Conditions,,,,,,,,,,,,,,,HD3: Member Experience with Health Plan,,,,,,HD4: Member Complaints and Changes in the Health Plan's Performance,,,HD5: Health Plan Customer Service,,,DD1: Drug Plan Customer Service,,,DD2: Member Complaints and Changes in the Drug Plan’s Performance,,,DD3: Member Experience with the Drug Plan,,DD4: Drug Safety and Accuracy of Drug Pricing,,,,,
H1415,Local CCP,Healthspring Life & Health Insurance Company,Cigna-HealthSpring,CIGNA,76%,77%,68%,68%,87%,59%,100%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,62%,74%,99%,86%,77%,74%,68%,40%,72%,11%,78%,79,74,89,85,83,86,0.10,12%,Medicare shows only a Star Rating for this topic,88%,86%,98%,97%,32.1,79%,0.10,12%,Medicare shows only a Star Rating for this topic,85,88,97,77%,79%,72%,65%,79%
H1416,Local CCP,"Harmony Health Plan,  Inc.",WellCare,"WellCare Health Plans, Inc.",67%,63%,62%,66%,81%,51%,99%,71%,79%,69%,82%,42%,67%,95%,62%,48%,68%,64%,41%,47%,11%,76%,81,77,91,84,84,85,0.28,15%,Medicare shows only a Star Rating for this topic,99%,99%,95%,89%,5.0,94%,0.28,15%,Medicare shows only a Star Rating for this topic,84,89,99,74%,76%,73%,69%,77%
H1426,Local CCP,"Vitality Health Plan Of California, Inc.",Vitality Health Plan of California,"Vitality Health Plans, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H1436,Local CCP,"Absolute Total Care, Inc.",Allwell,Centene Corporation,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,95%,95%,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H1463,Local CCP,"Health Alliance Connect, Inc.",Health Alliance Medicare,The Carle Foundation,78%,67%,80%,66%,82%,47%,95%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,36%,72%,98%,80%,73%,87%,52%,45%,58%,12%,80%,85,81,93,89,90,88,0.06,4%,Medicare shows only a Star Rating for this topic,99%,83%,90%,89%,9.8,95%,0.06,4%,Medicare shows only a Star Rating for this topic,89,91,98,85%,88%,85%,67%,78%
H1468,Local CCP,"Humana Benefit Plan Of Illinois, Inc.",Humana,Humana Inc.,77%,79%,77%,67%,85%,47%,99%,No data available,99%,99%,99%,45%,78%,98%,85%,87%,78%,55%,42%,83%,9%,85%,86,83,90,89,88,90,0.11,4%,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,98%,100%,1.3,Not enough data available,0.11,4%,Medicare shows only a Star Rating for this topic,88,91,99,88%,89%,87%,77%,81%
H1475,Local CCP,Illinicare Health Plan,Allwell,Centene Corporation,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H1537,Local CCP,Unitedhealthcare Insurance Company Of New York,UnitedHealthcare,"UnitedHealth Group, Inc.",Not enough data available,76%,85%,Not enough data available,Not enough data available,52%,98%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,90%,98%,87%,68%,Not enough data available,51%,57%,48%,10%,83%,85,78,92,88,88,85,0.06,Not enough data available,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,98%,97%,7.2,Not enough data available,0.06,Not enough data available,Medicare shows only a Star Rating for this topic,89,93,97,90%,89%,85%,75%,83%
H1587,Local CCP,"Arkansas Superior Select, Inc.",Superior Select Health Plans,"Select Founders, LLC",Not enough data available,No data available,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,No data available,No data available,70%,79%,75%,75%,Not enough data available,7%,No data available,No data available,No data available,Not enough data available,No data available,No data available,Not enough data available,CMS identified issues with this plan's data,Not enough data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,10%,Not enough data available,Not enough data available,Not enough data available,68%,70%,Not enough data available,Not enough data available,Not enough data available,10%,Not enough data available,Plan too small to be measured,Plan too small to be measured,98,83%,73%,76%,67%,73%
H1607,Local CCP,"Anthem Insurance Companies, Inc.",Anthem Blue Cross and Blue Shield,Anthem Inc.,70%,77%,75%,76%,71%,49%,98%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,68%,95%,81%,80%,Not enough data available,52%,39%,45%,9%,84%,86,80,88,87,84,87,0.40,10%,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,97%,100%,0.0,Not enough data available,0.40,10%,Medicare shows only a Star Rating for this topic,84,90,99,83%,85%,81%,57%,77%
H1608,Local CCP,Coventry Health And Life Insurance Company,Coventry Health Care,Aetna Inc.,72%,75%,74%,68%,85%,48%,99%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,54%,70%,94%,84%,83%,77%,50%,40%,84%,9%,77%,85,80,90,88,85,89,0.12,9%,Medicare shows only a Star Rating for this topic,91%,90%,100%,98%,1.0,96%,0.12,9%,Medicare shows only a Star Rating for this topic,82,89,99,82%,85%,82%,61%,76%
H1609,Local CCP,Aetna Health Inc. (fl),Aetna Medicare,Aetna Inc.,84%,81%,77%,70%,82%,53%,100%,66%,100%,97%,99%,63%,81%,97%,90%,75%,73%,61%,37%,85%,8%,75%,86,82,90,87,86,86,0.17,11%,Medicare shows only a Star Rating for this topic,89%,89%,100%,98%,0.8,93%,0.17,11%,Medicare shows only a Star Rating for this topic,84,90,99,85%,83%,82%,67%,80%
H1610,Local CCP,Coventry Health Care Of Virginia,Aetna Better Health of Virginia,Aetna Inc.,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,98%,97%,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H1651,1876 Cost,"Medical Associates Health Plan, Inc.","Medical Associates Health Plan, Inc.","Medical Associates Clinic, P.C.",82%,81%,84%,68%,85%,46%,99%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Benefit not offered by plan,82%,96%,90%,90%,Benefit not offered by plan,54%,47%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,88,85,95,90,93,89,0.01,1%,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure
H1659,Local CCP,"Piedmont Community Healthcare, Inc.",Piedmont Medicare Advantage,Piedmont Community Health Plan,63%,60%,75%,70%,83%,53%,88%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,29%,69%,93%,73%,62%,79%,55%,43%,52%,9%,83%,84,78,91,85,84,85,0.06,6%,Medicare shows only a Star Rating for this topic,100%,92%,94%,91%,2.0,Not enough data available,0.06,6%,Medicare shows only a Star Rating for this topic,81,89,99,83%,85%,81%,21%,78%
H1660,Local CCP,Harvard Pilgrim Health Care Inc.,"Harvard Pilgrim Health Care, Inc.","Harvard Pilgrim Health Care, Inc.",85%,68%,78%,Plan too small to be measured,Plan too small to be measured,55%,89%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,74%,98%,80%,80%,73%,63%,58%,46%,13%,83%,83,80,89,85,83,86,0.19,10%,Medicare shows only a Star Rating for this topic,86%,95%,87%,94%,25.2,86%,0.19,10%,Medicare shows only a Star Rating for this topic,83,91,99,86%,88%,86%,66%,83%
H1664,Local CCP,"Home State Health Plan, Inc.",Allwell,Centene Corporation,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,94%,94%,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H1666,Local CCP,Hcsc Insurance Services Company,Blue Cross and Blue Shield of Texas,Health Care Service Corporation,63%,61%,72%,71%,87%,52%,87%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,15%,54%,96%,73%,49%,78%,47%,47%,28%,9%,81%,84,78,87,85,81,85,0.48,19%,Medicare shows only a Star Rating for this topic,93%,83%,98%,97%,0.0,94%,0.48,19%,Medicare shows only a Star Rating for this topic,80,86,98,78%,79%,79%,64%,78%
H1692,Local CCP,"Coventry Health Care Of West Virginia, Inc.",Coventry Health Care,Aetna Inc.,65%,63%,64%,67%,78%,36%,98%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,35%,59%,96%,76%,74%,68%,54%,38%,74%,5%,73%,85,80,92,85,80,89,0.23,18%,Medicare shows only a Star Rating for this topic,92%,92%,100%,98%,0.0,Not enough data available,0.23,18%,Medicare shows only a Star Rating for this topic,79,90,99,80%,80%,75%,69%,74%
H1722,Local CCP,"Health Pointe Of New York, Llc","Health Pointe of New York, LLC","Independent Living Systems, LLC",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H1723,Demo,"Absolute Total Care, Inc.",Absolute Total Care,Centene Corporation,No data available,No data available,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,No data available,No data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,No data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,No data available,Not enough data available,No data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,No data available,No data available,No data available,No data available,No data available,No data available
H1737,Local CCP,"Health Alliance - Midwest, Inc.",Health Alliance Medicare,The Carle Foundation,78%,65%,Plan too small to be measured,65%,87%,50%,82%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,61%,99%,57%,53%,Not enough data available,45%,45%,34%,No data available,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,0.28,Not enough data available,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,87%,90%,22.7,Not enough data available,0.28,Not enough data available,Medicare shows only a Star Rating for this topic,Plan too small to be measured,Plan too small to be measured,99,81%,87%,84%,73%,82%
H1777,Local CCP,"Catholic Special Needs Plan, Llc",ArchCare Advantage,Catholic Health Care System,Not enough data available,79%,Plan too small to be measured,Not enough data available,Not enough data available,37%,97%,85%,97%,98%,97%,Not enough data available,85%,97%,67%,Not enough data available,Not enough data available,Not enough data available,Not enough data available,51%,8%,Not enough data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,0.15,3%,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,88%,85%,0.0,Not enough data available,0.15,3%,Medicare shows only a Star Rating for this topic,Plan too small to be measured,Plan too small to be measured,99,87%,81%,76%,73%,86%
H1787,Local CCP,"Good Samaritan Insurance Plan Of South Dakota, Inc",Great Plains Medicare Advantage (HMO SNP),"Good Samaritan Insurance Plan, LLC",Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,94%,93%,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H1846,Local CCP,Mount Carmel Health Insurance Company,MediGold,Trinity Health,74%,61%,70%,70%,74%,54%,94%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,68%,No data available,75%,63%,Not enough data available,49%,Not enough data available,8%,No data available,No data available,88,82,94,89,89,86,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,94%,97%,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,85,92,99,86%,92%,85%,82%,74%
H1894,Local CCP,"Amerigroup Washington, Inc.",AMERIGROUP,Anthem Inc.,64%,64%,74%,72%,87%,60%,98%,CMS identified issues with this plan's data,93%,84%,99%,Not enough data available,59%,96%,75%,75%,Not enough data available,48%,51%,63%,7%,79%,77,76,83,83,78,86,0.35,19%,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,97%,100%,6.0,Not enough data available,0.35,19%,Medicare shows only a Star Rating for this topic,79,86,98,73%,79%,76%,63%,79%
H1924,MSA,"Port Holdings, Inc.",Lasso Healthcare,"Port Holdings, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure
H1944,Local CCP,"Unitedhealthcare Of New England, Inc.",UnitedHealthcare,"UnitedHealth Group, Inc.",77%,76%,74%,68%,83%,53%,98%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,49%,75%,97%,81%,79%,81%,54%,45%,64%,10%,84%,84,80,91,87,84,87,0.19,9%,Medicare shows only a Star Rating for this topic,100%,97%,98%,97%,0.5,87%,0.19,9%,Medicare shows only a Star Rating for this topic,83,91,99,83%,86%,83%,73%,81%
H1951,Local CCP,"Humana Health Benefit Plan Of Louisiana, Inc.",Humana,Humana Inc.,78%,78%,73%,64%,81%,52%,99%,71%,95%,95%,98%,53%,76%,97%,84%,87%,79%,60%,47%,73%,10%,82%,84,76,91,88,88,88,0.13,6%,Medicare shows only a Star Rating for this topic,92%,90%,98%,100%,0.7,83%,0.13,6%,Medicare shows only a Star Rating for this topic,88,89,99,81%,84%,82%,78%,80%
H1961,Local CCP,"Peoples Health, Inc.",Peoples Health,"PH Holdings, LLC",84%,88%,73%,68%,84%,50%,100%,80%,100%,97%,99%,88%,83%,99%,89%,92%,81%,61%,45%,94%,9%,79%,84,77,92,87,89,87,0.09,5%,Medicare shows only a Star Rating for this topic,97%,97%,97%,98%,4.2,89%,0.09,5%,Medicare shows only a Star Rating for this topic,86,91,99,82%,85%,83%,89%,79%
H1969,Local CCP,Regence Blueshield Of Idaho,Regence BlueShield of Idaho,"Cambia Health Solutions, Inc.",67%,70%,71%,Plan too new to be measured,Plan too new to be measured,52%,99%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,73%,95%,86%,70%,Not enough data available,51%,42%,49%,7%,77%,84,80,92,86,83,87,0.08,14%,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,89%,81%,0.0,Not enough data available,0.08,14%,Medicare shows only a Star Rating for this topic,79,88,97,83%,85%,86%,76%,79%
H1977,Demo,"Upper Peninsula Health Plan, Llc",Upper Peninsula Health Plan (UPHP) MI Health Link,"DLP Marquette General Hospital, LLC",No data available,No data available,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,No data available,No data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,No data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,No data available,Not enough data available,No data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,No data available,No data available,No data available,No data available,No data available,No data available
H1994,Local CCP,"Selecthealth, Inc.",SelectHealth,"Intermountain Health Care, Inc.",74%,81%,73%,67%,89%,59%,98%,No data available,No data available,No data available,No data available,57%,79%,95%,89%,86%,73%,55%,47%,75%,8%,84%,86,80,91,87,86,88,0.05,9%,Medicare shows only a Star Rating for this topic,99%,94%,100%,96%,12.5,69%,0.05,9%,Medicare shows only a Star Rating for this topic,83,92,99,80%,84%,83%,91%,76%
H1997,Local CCP,Regence Blueshield,Regence BlueShield,"Cambia Health Solutions, Inc.",79%,82%,80%,69%,85%,60%,100%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,77%,97%,87%,74%,87%,46%,51%,40%,9%,78%,83,80,91,86,83,89,0.09,13%,Medicare shows only a Star Rating for this topic,100%,100%,89%,81%,3.6,Not enough data available,0.09,13%,Medicare shows only a Star Rating for this topic,81,88,96,85%,87%,85%,74%,81%
H2001,Local CCP,"Sierra Health And Life Insurance Company, Inc.",UnitedHealthcare,"UnitedHealth Group, Inc.",84%,80%,79%,66%,82%,53%,99%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,48%,80%,97%,88%,80%,86%,53%,47%,48%,9%,80%,85,79,92,87,88,87,0.05,0%,Medicare shows only a Star Rating for this topic,99%,94%,98%,97%,0.7,93%,0.05,0%,Medicare shows only a Star Rating for this topic,87,92,99,84%,86%,83%,75%,77%
H2011,Local CCP,Bright Health Insurance Company Of Tennessee,Bright Health,Bright Health Management,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H2020,Local CCP,Delaware Life Insurance Company,Clear Spring Health,Delaware Life Insurance Company,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H2029,Local CCP,"Humana Insurance Of Puerto Rico, Inc.",Humana,Humana Inc.,63%,71%,51%,76%,71%,56%,86%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,68%,97%,78%,69%,Not enough data available,65%,Not enough data available,27%,7%,65%,81,66,Not enough data available,88,85,83,0.52,12%,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,Not enough data available,Not enough data available,0.0,Not enough data available,0.52,12%,Medicare shows only a Star Rating for this topic,83,89,99,73%,78%,58%,80%,79%
H2032,Local CCP,Insurance Company Of Scott And White,Scott and White Health Plan,Baylor Scott & White Holdings,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,78%,82%,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H2034,Local CCP,"Community Care Health Plan, Inc.",Community Care,"Community Care, Inc.",Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,100%,98%,100%,100%,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,86%,85%,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,98,90%,89%,92%,54%,88%
