2017 Data View: Medicare Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTRACT_ID,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,"HD1: Staying Healthy: Screenings, Tests and Vaccines",,,,,,,HD2: Managing Chronic (Long Term) Conditions,,,,,,,,,,,,HD3: Member Experience with Health Plan,,,,,,HD4: Member Complaints and Changes in the Health Plan's Performance,,,,HD5: Health Plan Customer Service,,,DD1: Drug Plan Customer Service,,,DD2: Member Complaints and Changes in the Drug Plan’s Performance,,,,DD3: Member Experience with the Drug Plan,,DD4: Drug Safety and Accuracy of Drug Pricing,,,,,
H2593,Local CCP,"CAREMORE HEALTH PLAN OF ARIZONA, INC.","CareMore Health Plan of Arizona, Inc.",Anthem Inc.,80%,80%,73,66%,81%,52%,97%,61.9%,91%,92%,95%,76%,82%,98%,82%,75%,81%,61%,9%,79,72,91,84,86,79,0.19,7%,100,Medicare shows only a Star Rating for this topic,90%,96%,96%,98%,0.6,Not enough data available,0.19,7%,100,Medicare shows only a Star Rating for this topic,84,91,99,4%,77%,80%,76%,59.5%
H2610,Local CCP,"ESSENCE HEALTHCARE, INC.",Essence Healthcare,Essence Group Holdings Corporation,84%,81%,79,70%,84%,54%,99%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,30%,77%,97%,89%,80%,76%,55%,10%,88,81,94,90,90,88,0.06,5%,100,Medicare shows only a Star Rating for this topic,91%,83%,96%,97%,1.3,80%,0.06,5%,100,Medicare shows only a Star Rating for this topic,91,94,99,5%,81%,83%,80%,14.9%
H2649,Local CCP,"HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.",Humana Inc.,70%,65%,71,68%,86%,50%,98%,59.4%,94%,93%,97%,32%,64%,96%,82%,84%,76%,49%,10%,85,77,Not enough data available,86,86,88,0.24,16%,60,Medicare shows only a Star Rating for this topic,91%,89%,92%,91%,CMS identified issues with this plan's data,CMS identified issues with this plan's data,0.24,16%,60,Medicare shows only a Star Rating for this topic,87,92,99,5%,81%,82%,80%,31.9%
H2663,Local CCP,"COVENTRY HEALTH CARE OF MISSOURI, INC",Coventry Health Care,Aetna Inc.,78%,76%,77,68%,84%,51%,98%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,50%,73%,95%,82%,77%,82%,53%,10%,82,76,89,86,84,87,0.14,8%,40,Medicare shows only a Star Rating for this topic,85%,94%,98%,99%,0.4,100%,0.14,8%,40,Medicare shows only a Star Rating for this topic,84,92,99,7%,81%,83%,80%,41.8%
H2758,Local CCP,"BEHEALTHY FLORIDA, INC.",Florida Blue Preferred HMO,Guidewell Mutual Holding Corporation,Not enough data available,48%,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,51%,89%,No data available,No data available,No data available,No data available,Not enough data available,48%,No data available,65%,71%,Not enough data available,57%,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,1.09,Not enough data available,80,Not enough data available,Not enough data available,Not enough data available,94%,95%,12.1,Not enough data available,1.09,Not enough data available,80,Not enough data available,Plan too small to be measured,Plan too small to be measured,99,9%,82%,80%,78%,48.8%
H2773,Local CCP,"QUALITY HEALTH PLANS OF NEW YORK, INC.",QUALITY HEALTH PLANS,"QHP Financial Group, Inc.",Not enough data available,42%,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,38%,84%,30.6%,82%,84%,82%,Not enough data available,41%,No data available,59%,74%,Not enough data available,Not enough data available,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,100,Not enough data available,Not enough data available,Not enough data available,85%,86%,Not enough data available,Not enough data available,Not enough data available,Not enough data available,100,Not enough data available,Plan too small to be measured,Plan too small to be measured,98,5%,81%,75%,73%,22.9%
H2775,Local CCP,AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY,Universal American Corp.,Universal American Corp.,72%,65%,75,69%,86%,40%,94%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,15%,70%,97%,76%,76%,79%,57%,11%,83,73,84,85,84,86,0.13,9%,100,Medicare shows only a Star Rating for this topic,86%,83%,100%,98%,0.0,91%,0.13,9%,100,Medicare shows only a Star Rating for this topic,82,93,99,5%,84%,86%,83%,47.0%
H2802,Local CCP,"UNITEDHEALTHCARE OF THE MIDLANDS, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",68%,70%,85,64%,87%,40%,97%,No data available,No data available,No data available,No data available,28%,76%,97%,79%,75%,86%,50%,9%,88,80,Not enough data available,88,85,87,0.08,7%,80,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,100%,100%,0.0,Not enough data available,0.08,7%,80,Medicare shows only a Star Rating for this topic,85,92,98,4%,78%,82%,81%,58.3%
H2816,PFFS,AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY,Universal American Corp.,Universal American Corp.,70%,67%,73,63%,88%,42%,99%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,20%,65%,94%,75%,79%,83%,52%,11%,82,76,84,85,83,87,0.16,8%,100,Medicare shows only a Star Rating for this topic,98%,85%,100%,98%,2.6,76%,0.16,8%,100,Medicare shows only a Star Rating for this topic,79,89,99,5%,85%,86%,83%,43.8%
H2836,Local CCP,"ANTHEM HEALTH PLANS, INC.",Anthem Blue Cross and Blue Shield,Anthem Inc.,73%,66%,Plan too small to be measured,66%,83%,48%,90%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,69%,94%,74%,70%,Not enough data available,51%,8%,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,0.58,Not enough data available,100,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,0.0,Not enough data available,0.58,Not enough data available,100,Medicare shows only a Star Rating for this topic,Plan too small to be measured,Plan too small to be measured,99,6%,79%,84%,78%,26.7%
H2879,Local CCP,MOLINA HEALTHCARE OF WISCONSIN,Molina Healthcare of Wisconsin,"Molina Healthcare, Inc.,",Not enough data available,80%,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,No data available,98%,74.2%,93%,76%,91%,Not enough data available,56%,No data available,74%,66%,Not enough data available,No data available,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,100,Not enough data available,Not enough data available,Not enough data available,90%,91%,Not enough data available,Not enough data available,Not enough data available,Not enough data available,100,Not enough data available,Plan too small to be measured,Plan too small to be measured,99,4%,73%,72%,74%,56.8%
H2906,Local CCP,"HOMETOWN HEALTH PLAN, INC.",Senior Care Plus,Renown Health,66%,63%,65,70%,84%,46%,98%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,35%,70%,91%,80%,80%,85%,46%,10%,83,77,89,85,81,83,0.21,14%,80,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,97%,96%,0.0,Not enough data available,0.21,14%,80,Medicare shows only a Star Rating for this topic,83,92,99,5%,79%,81%,77%,29.9%
H2926,Local CCP,PRIMEWEST RURAL MN HEALTH CARE ACCESS INITIATIVE,PrimeWest Health,PrimeWest Rural MN Health Care Access Initiative,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,59.8%,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,100,Not enough data available,Not enough data available,Not enough data available,92%,90%,Not enough data available,Not enough data available,Not enough data available,Not enough data available,100,Not enough data available,Plan too small to be measured,Plan too small to be measured,99,Not enough data available,81%,74%,83%,41.8%
H2931,Local CCP,"HEALTH PLAN OF NEVADA, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",74%,71%,65,67%,81%,49%,99%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,63%,76%,98%,85%,84%,87%,48%,10%,82,71,89,84,87,83,0.11,7%,100,Medicare shows only a Star Rating for this topic,99%,95%,100%,100%,0.8,88%,0.11,7%,100,Medicare shows only a Star Rating for this topic,87,93,99,2%,80%,81%,78%,59.1%
H2944,PFFS,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,64%,58%,69,71%,88%,44%,92%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,20%,52%,94%,73%,65%,78%,54%,12%,85,75,87,86,82,87,0.17,10%,60,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,92%,92%,CMS identified issues with this plan's data,CMS identified issues with this plan's data,0.17,10%,60,Medicare shows only a Star Rating for this topic,85,90,99,6%,81%,82%,80%,31.9%
H2949,Local CCP,"HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.",Humana Inc.,76%,76%,67,69%,85%,47%,99%,62.0%,99%,99%,99%,45%,75%,98%,88%,82%,70%,51%,9%,80,71,85,84,86,85,0.18,7%,60,Medicare shows only a Star Rating for this topic,85%,95%,91%,90%,CMS identified issues with this plan's data,CMS identified issues with this plan's data,0.18,7%,60,Medicare shows only a Star Rating for this topic,87,91,99,3%,80%,82%,79%,33.6%
H2960,Local CCP,"HOMETOWN HEALTH PLAN, INC.",Senior Care Plus,Renown Health,73%,75%,75,69%,83%,48%,98%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,47%,78%,97%,82%,82%,72%,48%,11%,83,78,91,86,85,84,0.11,7%,80,Medicare shows only a Star Rating for this topic,94%,83%,97%,96%,1.5,Not enough data available,0.11,7%,80,Medicare shows only a Star Rating for this topic,84,92,99,5%,75%,82%,78%,31.5%
H2962,Local CCP,"ULTIMATE HEALTH PLANS, INC.",Ultimate Health Plans,"ULTIMATE HEALTH PLAN, INC.",88%,81%,63,Plan too new to be measured,Plan too new to be measured,44%,99%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,83%,99%,78%,73%,76%,53%,10%,84,76,90,86,86,82,0.21,15%,100,Medicare shows only a Star Rating for this topic,CMS identified issues with this plan's data,CMS identified issues with this plan's data,Not enough data available,Not enough data available,CMS identified issues with this plan's data,CMS identified issues with this plan's data,0.21,15%,100,Medicare shows only a Star Rating for this topic,89,93,99,3%,82%,82%,77%,100.0%
H2968,Local CCP,MEMORIAL HERMANN HEALTH INSURANCE  COMPANY,Memorial Hermann Health Plan,Memorial Hermann Health System,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,80,Not enough data available,Not enough data available,Not enough data available,97%,97%,Not enough data available,Not enough data available,Not enough data available,Not enough data available,80,Not enough data available,Plan too small to be measured,Plan too small to be measured,99,6%,72%,73%,73%,Not enough data available
H2986,Local CCP,STANFORD HEALTHCARE ADVANTAGE,Stanford Health Care Advantage,Stanford Health Care,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,100,Not enough data available,Not enough data available,Not enough data available,83%,72%,Not enough data available,Not enough data available,Not enough data available,Not enough data available,100,Not enough data available,Plan too small to be measured,Plan too small to be measured,98,5%,No data available,No data available,No data available,Not enough data available
H3018,Demo,"CENTERS PLAN FOR HEALTHY LIVING, LLC",Centers Plan for FIDA Care Complete,"Centers Plan for Healthy Living, LLC",No data available,No data available,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,No data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,No data available,No data available,No data available,No data available,No data available,No data available,Plan too new to be measured,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,No data available,Not enough data available,No data available,No data available,No data available,No data available
H3054,Local CCP,"CONSTELLATION HEALTH, LLC.",Constellation Health,"Constellation Health, LLC.",Not enough data available,62%,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,50%,92%,25.9%,31%,73%,64%,Not enough data available,69%,99%,17%,20%,77%,66%,13%,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,0.33,26%,80,Not enough data available,Not enough data available,Not enough data available,67%,70%,15.9,Not enough data available,0.33,26%,80,Medicare shows only a Star Rating for this topic,Plan too small to be measured,Plan too small to be measured,99,9%,70%,72%,58%,54.0%
H3067,Demo,"VIRGINIA PREMIER HEALTH PLAN, INC.",Virginia Premier CompleteCare,Virginia Cwlth University Hlth System Authority,No data available,No data available,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,No data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,No data available,No data available,No data available,No data available,No data available,No data available,Plan too new to be measured,No data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,Not enough data available,Plan too small to be measured,Plan too small to be measured,No data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,No data available,No data available,No data available,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,No data available,No data available,No data available,No data available,No data available,No data available
H3071,Local CCP,"COMMUNITY CARE ALLIANCE OF ILLINOIS, NFP","Community Care Alliance of Illinois, NFP",Family Health Network,Not enough data available,27%,60,Plan too new to be measured,Plan too new to be measured,50%,58%,50.6%,30%,21%,26%,Not enough data available,63%,98%,35%,41%,Not enough data available,Not enough data available,13%,Not enough data available,73,87,Not enough data available,84,86,0.97,21%,60,Not enough data available,Not enough data available,Not enough data available,84%,88%,0.0,Not enough data available,0.97,21%,60,Medicare shows only a Star Rating for this topic,85,Not enough data available,99,3%,70%,68%,70%,17.2%
H3113,Local CCP,"OXFORD HEALTH PLANS (NJ), INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",50%,43%,62,Not enough data available,Not enough data available,60%,91%,77.4%,83%,80%,83%,Not enough data available,71%,97%,56%,41%,67%,75%,10%,Not enough data available,70,Not enough data available,Not enough data available,86,Not enough data available,0.24,11%,100,Not enough data available,Not enough data available,Not enough data available,99%,97%,0.0,Not enough data available,0.24,11%,100,Medicare shows only a Star Rating for this topic,84,Not enough data available,99,5%,79%,80%,75%,67.0%
H3129,Demo,"NORTH SHORE-LIJ HEALTH PLAN, INC.","North Shore-LIJ Health Plan, Inc.","North Shore-LI Jewish Health System, Inc.",No data available,No data available,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,No data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,No data available,No data available,No data available,No data available,No data available,No data available,Plan too new to be measured,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,No data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,No data available
H3132,Local CCP,"AHF MCO OF FLORIDA, INC.",AHF,AIDS Healthcare Foundation,72%,68%,84,59%,67%,55%,93%,59.8%,86%,89%,93%,Not enough data available,55%,94%,74%,69%,Not enough data available,Not enough data available,7%,81,72,82,86,82,88,0.27,11%,100,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,99%,96%,0.0,Not enough data available,0.27,11%,100,Medicare shows only a Star Rating for this topic,88,91,99,4%,89%,83%,81%,64.4%
H3152,Local CCP,AETNA HEALTH INC. (NJ),Aetna Medicare,Aetna Inc.,72%,69%,78,71%,88%,51%,93%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,49%,74%,93%,84%,80%,77%,58%,11%,87,78,90,88,85,86,0.33,9%,20,Medicare shows only a Star Rating for this topic,82%,86%,98%,99%,3.8,82%,0.33,9%,20,Medicare shows only a Star Rating for this topic,79,89,99,5%,79%,84%,78%,38.8%
H3154,Local CCP,HORIZON INSURANCE COMPANY,Horizon Blue Cross Blue Shield of New Jersey,"Horizon Healthcare Services, Inc.",62%,51%,73,71%,82%,42%,45%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,11%,54%,87%,61%,32%,86%,57%,12%,83,74,85,85,81,85,0.10,12%,100,Medicare shows only a Star Rating for this topic,99%,92%,79%,84%,2.2,82%,0.10,12%,100,Medicare shows only a Star Rating for this topic,80,88,99,5%,81%,83%,79%,71.2%
H3170,Local CCP,"SAPPHIRE EDGE, INC.",Blue Cross and Blue Shield of Nebraska,Blue Cross Blue Shield of Nebraska,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H3204,Local CCP,PRESBYTERIAN HEALTH PLAN,Presbyterian Senior Care (HMO),Presbyterian Healthcare Services,74%,74%,78,65%,79%,55%,97%,No data available,No data available,No data available,No data available,22%,67%,94%,87%,79%,81%,55%,10%,79,77,87,85,87,84,0.11,2%,100,Medicare shows only a Star Rating for this topic,90%,90%,88%,88%,0.3,62%,0.11,2%,100,Medicare shows only a Star Rating for this topic,85,89,99,3%,77%,82%,79%,50.1%
H3206,Local CCP,"PRESBYTERIAN INSURANCE COMPANY, INC.",Presbyterian MediCare PPO,Presbyterian Healthcare Services,74%,67%,82,73%,85%,53%,85%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,16%,62%,91%,76%,72%,78%,54%,11%,80,77,91,85,87,83,0.19,9%,100,Medicare shows only a Star Rating for this topic,79%,84%,88%,88%,0.0,Not enough data available,0.19,9%,100,Medicare shows only a Star Rating for this topic,85,90,99,4%,77%,82%,80%,79.9%
H3233,Local CCP,PREMIER HEALTH INSURING CORPORATION,Premier Health Plan,Premier Health Partners,Not enough data available,Not enough data available,74,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,88.3%,97%,91%,97%,Not enough data available,54%,97%,80%,72%,76%,Plan too new to be measured,13%,84,78,89,88,84,88,0.27,12%,100,Not enough data available,100%,100%,95%,99%,11.1,67%,0.27,12%,100,Not enough data available,82,91,98,6%,81%,83%,78%,52.0%
H3237,Demo,"HEALTH NET COMMUNITY SOLUTIONS, INC.",Health Net Cal MediConnect Medicare Medicaid Plan,Centene Corporation,No data available,No data available,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,No data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,No data available,No data available,No data available,No data available,No data available,No data available,Plan too new to be measured,No data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,Not enough data available,Plan too small to be measured,Plan too small to be measured,No data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,No data available,Not enough data available,No data available,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Not enough data available,No data available,No data available,No data available,No data available,No data available,No data available
H3240,Local CCP,"AMERIGROUP NEW JERSEY, INC.",Amerigroup Community Care,Anthem Inc.,63%,55%,67,76%,82%,53%,94%,33.5%,85%,72%,89%,Not enough data available,62%,95%,68%,70%,62%,68%,13%,78,71,83,83,84,82,0.19,19%,100,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,99%,99%,1.4,Not enough data available,0.19,19%,100,Medicare shows only a Star Rating for this topic,82,88,99,5%,77%,77%,66%,21.6%
H3251,Local CCP,HEALTH CARE SERVICE CORPORATION,Blue Cross Blue Shield of New Mexico,Health Care Service Corporation,69%,52%,72,64%,87%,52%,75%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,29%,52%,92%,45%,57%,77%,54%,8%,78,72,84,83,82,81,0.25,11%,80,Medicare shows only a Star Rating for this topic,91%,58%,95%,97%,2.1,Not enough data available,0.25,11%,80,Medicare shows only a Star Rating for this topic,83,88,99,3%,73%,78%,75%,26.3%
H3259,Local CCP,VOLUNTEER STATE HEALTH PLAN,BlueCare Plus Tennessee,BlueCross BlueShield of Tennessee,68%,55%,62,Plan too new to be measured,Plan too new to be measured,48%,93%,67.6%,77%,20%,46%,Not enough data available,69%,98%,71%,70%,64%,66%,15%,85,74,90,86,89,85,0.15,12%,80,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,96%,88%,1.8,Not enough data available,0.15,12%,80,Medicare shows only a Star Rating for this topic,87,92,99,11%,73%,75%,72%,53.4%
H3262,Local CCP,"FRESENIUS HEALTH PLANS OF NEW YORK, INC.",Fresenius Health Plans,Fresenius Medicare Care AG & Co. KGaA,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H3291,Local CCP,"PRUITTHEALTH PREMIER, INC.",PruittHealth Premier (HMO SNP),"UNICO Premier, LLC",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,79%,85%,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H3305,Local CCP,"MVP HEALTH PLAN, INC.",MVP HEALTH CARE,"MVP Health Care, Inc.",80%,76%,88,62%,87%,52%,94%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,17%,81%,97%,88%,85%,83%,53%,11%,87,81,91,89,87,89,0.05,10%,80,Medicare shows only a Star Rating for this topic,96%,86%,90%,91%,4.4,100%,0.05,10%,80,Medicare shows only a Star Rating for this topic,86,93,99,7%,84%,87%,83%,36.3%
H3307,Local CCP,"OXFORD HEALTH PLANS (NY), INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",70%,71%,77,73%,86%,51%,83%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,41%,68%,97%,74%,60%,79%,49%,12%,80,70,85,84,80,82,0.23,10%,100,Medicare shows only a Star Rating for this topic,99%,100%,100%,100%,0.3,100%,0.23,10%,100,Medicare shows only a Star Rating for this topic,77,89,99,2%,80%,81%,75%,54.6%
H3312,Local CCP,AETNA HEALTH INC. (NY),Aetna Medicare,Aetna Inc.,73%,66%,73,71%,86%,44%,95%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,46%,70%,95%,84%,84%,77%,57%,11%,85,73,90,84,80,87,0.42,16%,80,Medicare shows only a Star Rating for this topic,78%,82%,98%,99%,2.6,100%,0.42,16%,80,Medicare shows only a Star Rating for this topic,75,89,99,5%,78%,83%,76%,39.9%
H3314,1876 Cost,HEALTH INSURANCE PLAN OF GREATER NEW YORK,HIP Health Plan of Greater New York,"EmblemHealth, Inc.",Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,100,Not enough data available,Not enough data available,Not enough data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure
