2018 Data View: Medicare Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTRACT_ID,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,"HD1: Staying Healthy: Screenings, Tests and Vaccines",,,,,,,HD2: Managing Chronic (Long Term) Conditions,,,,,,,,,,,,,,HD3: Member Experience with Health Plan,,,,,,HD4: Member Complaints and Changes in the Health Plan's Performance,,,,HD5: Health Plan Customer Service,,,DD1: Drug Plan Customer Service,,,DD2: Member Complaints and Changes in the Drug Plan’s Performance,,,,DD3: Member Experience with the Drug Plan,,DD4: Drug Safety and Accuracy of Drug Pricing,,,,
H3233,Local CCP,Premier Health Insuring Corporation,Premier Health Plan,Premier Health Partners,CMS identified issues with this plan's data,67%,73,Plan too new to be measured,Plan too new to be measured,48%,98%,71%,100%,100%,100%,16%,68%,97%,76%,75%,79%,54%,41%,74%,10%,85,78,89,86,86,86,0.11,11%,100,Medicare shows only a Star Rating for this topic,46%,82%,97%,97%,24.7,73%,0.11,11%,100,Medicare shows only a Star Rating for this topic,83,91,96,81%,83%,80%,61%
H3237,Demo,"Health Net Community Solutions, Inc.",Health Net Cal MediConnect Medicare Medicaid Plan,Centene Corporation,No data available,No data available,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,No data available,No data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,Plan too small to be measured,Plan too small to be measured,Not enough data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,No data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,No data available,Not enough data available,No data available,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Not enough data available,No data available,No data available,No data available,No data available,No data available
H3240,Local CCP,"Amerigroup New Jersey, Inc.",Amerigroup Community Care,Anthem Inc.,67%,62%,68,70%,88%,58%,96%,47%,92%,81%,95%,Not enough data available,71%,97%,72%,72%,66%,77%,55%,40%,10%,82,76,88,86,88,83,0.12,17%,100,Medicare shows only a Star Rating for this topic,81%,94%,100%,100%,5.0,Not enough data available,0.12,17%,100,Medicare shows only a Star Rating for this topic,87,89,99,78%,79%,69%,63%
H3251,Local CCP,Health Care Service Corporation,Blue Cross Blue Shield of New Mexico,Health Care Service Corporation,69%,61%,74,69%,88%,49%,84%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,27%,63%,93%,61%,53%,74%,56%,46%,45%,7%,80,72,88,84,80,83,0.12,7%,60,Medicare shows only a Star Rating for this topic,92%,71%,96%,93%,1.8,Not enough data available,0.12,7%,60,Medicare shows only a Star Rating for this topic,81,87,99,76%,81%,78%,31%
H3259,Local CCP,Volunteer State Health Plan,BlueCare Plus Tennessee,BlueCross BlueShield of Tennessee,70%,56%,62,Plan too new to be measured,Plan too new to be measured,48%,90%,49%,92%,56%,71%,40%,71%,95%,66%,69%,56%,64%,47%,39%,10%,84,76,93,86,89,85,0.12,11%,100,Medicare shows only a Star Rating for this topic,100%,94%,98%,96%,1.8,Not enough data available,0.12,11%,100,Medicare shows only a Star Rating for this topic,88,92,99,75%,75%,73%,71%
H3262,Local CCP,"Fresenius Health Plans Of New York, Inc.",Fresenius Health Plans,Fresenius Medicare Care AG & Co. KGaA,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,93%,82%,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H3291,Local CCP,"Pruitthealth Premier, Inc.",PruittHealth Premier (HMO SNP),"UNICO Premier, LLC",Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,98%,82%,99%,99%,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,100,Not enough data available,Not enough data available,Not enough data available,97%,98%,Not enough data available,Not enough data available,Not enough data available,Not enough data available,100,Not enough data available,Plan too small to be measured,Plan too small to be measured,98,No data available,87%,90%,92%
H3305,Local CCP,"Mvp Health Plan, Inc.",MVP HEALTH CARE,"MVP Health Care, Inc.",78%,76%,87,68%,86%,52%,95%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,16%,77%,93%,87%,86%,81%,57%,49%,58%,11%,86,82,91,87,87,88,0.03,12%,80,Medicare shows only a Star Rating for this topic,99%,90%,95%,95%,3.7,65%,0.03,12%,80,Medicare shows only a Star Rating for this topic,86,93,99,86%,88%,84%,30%
H3307,Local CCP,"Oxford Health Plans (ny), Inc.",UnitedHealthcare,"UnitedHealth Group, Inc.",72%,74%,74,68%,85%,46%,94%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,50%,75%,97%,84%,66%,77%,56%,35%,40%,10%,77,71,87,82,80,83,0.18,9%,60,Medicare shows only a Star Rating for this topic,99%,99%,100%,99%,0.2,100%,0.18,9%,60,Medicare shows only a Star Rating for this topic,81,87,99,81%,83%,77%,49%
H3312,Local CCP,Aetna Health Inc. (ny),Aetna Medicare,Aetna Inc.,74%,68%,74,72%,90%,48%,97%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,55%,68%,95%,85%,83%,70%,60%,43%,51%,10%,85,76,92,86,83,86,0.18,32%,80,Medicare shows only a Star Rating for this topic,96%,96%,100%,100%,1.9,Not enough data available,0.18,32%,80,Medicare shows only a Star Rating for this topic,79,89,99,79%,82%,76%,53%
H3314,1876 Cost,Health Insurance Plan Of Greater New York,HIP Health Plan of Greater New York,"EmblemHealth, Inc.",Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,100,Not enough data available,Not enough data available,Not enough data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure
H3328,Local CCP,"The New York State Catholic Health Plan, Inc.",Fidelis Care,"The New York State Catholic Health Plan, Inc.",74%,68%,64,64%,85%,52%,96%,76%,91%,74%,84%,66%,75%,96%,75%,77%,85%,63%,44%,65%,12%,79,75,87,82,82,85,0.26,11%,80,Medicare shows only a Star Rating for this topic,86%,88%,92%,91%,6.1,76%,0.26,11%,80,Medicare shows only a Star Rating for this topic,83,87,99,79%,80%,74%,68%
H3330,Local CCP,Health Insurance Plan Of Greater New York,EmblemHealth Medicare HMO,"EmblemHealth, Inc.",79%,79%,62,63%,88%,55%,98%,47%,88%,80%,87%,57%,82%,97%,84%,85%,79%,69%,47%,67%,12%,78,69,87,81,79,82,0.08,5%,100,Medicare shows only a Star Rating for this topic,100%,91%,93%,99%,1.4,74%,0.08,5%,100,Medicare shows only a Star Rating for this topic,81,90,98,79%,81%,75%,73%
H3335,Local CCP,"Excellus Health Plan, Inc.","Excellus Health Plan, Inc","Lifetime Healthcare, Inc.",78%,78%,74,70%,88%,45%,92%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,29%,75%,93%,85%,84%,85%,40%,52%,50%,11%,86,80,93,86,86,87,0.06,6%,100,Medicare shows only a Star Rating for this topic,98%,86%,96%,94%,0.9,75%,0.06,6%,100,Medicare shows only a Star Rating for this topic,83,93,99,84%,88%,83%,26%
H3342,Local CCP,"Empire Healthchoice Assurance, Inc.",Empire BlueCross BlueShield,Anthem Inc.,68%,66%,73,Not enough data available,Not enough data available,51%,88%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,27%,67%,94%,61%,51%,83%,56%,45%,42%,11%,85,79,91,86,87,86,0.74,3%,100,Medicare shows only a Star Rating for this topic,95%,98%,100%,97%,0.0,Not enough data available,0.74,3%,100,Medicare shows only a Star Rating for this topic,84,91,98,84%,86%,81%,66%
H3344,Local CCP,Independent Health Benefits Corporation,Independent Health,"Independent Health Association, Inc.",80%,71%,79,68%,88%,55%,99%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,80%,95%,87%,87%,73%,63%,50%,65%,11%,85,78,92,88,89,86,0.02,3%,80,Medicare shows only a Star Rating for this topic,89%,89%,91%,89%,0.0,Not enough data available,0.02,3%,80,Medicare shows only a Star Rating for this topic,89,94,99,84%,88%,82%,50%
H3347,Local CCP,"Elderplan, Inc.",Elderplan,"Elderplan, Inc.",61%,42%,64,70%,86%,48%,72%,89%,59%,94%,72%,12%,65%,94%,49%,41%,66%,69%,45%,20%,12%,79,70,87,81,80,84,0.24,26%,80,Medicare shows only a Star Rating for this topic,97%,82%,97%,97%,0.0,Not enough data available,0.24,26%,80,Medicare shows only a Star Rating for this topic,82,85,99,75%,76%,69%,63%
H3351,Local CCP,"Excellus Health Plan, Inc.","Excellus Health Plan, Inc","Lifetime Healthcare, Inc.",81%,74%,84,68%,86%,52%,96%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,29%,78%,96%,89%,81%,83%,57%,49%,54%,11%,87,83,92,89,87,86,0.05,5%,100,Medicare shows only a Star Rating for this topic,98%,87%,96%,94%,2.3,94%,0.05,5%,100,Medicare shows only a Star Rating for this topic,85,94,99,85%,88%,84%,26%
H3359,Local CCP,"Healthfirst Health Plan, Inc.",Healthfirst Medicare Plan,"Healthfirst, Inc.",80%,71%,71,70%,80%,61%,96%,57%,88%,70%,89%,64%,82%,98%,77%,70%,75%,74%,60%,53%,13%,80,72,87,84,88,84,0.06,9%,40,Medicare shows only a Star Rating for this topic,100%,98%,88%,92%,0.4,79%,0.06,9%,40,Medicare shows only a Star Rating for this topic,85,90,99,78%,78%,71%,39%
H3361,Local CCP,"Wellcare Of New York, Inc.",WellCare,"WellCare Health Plans, Inc.",67%,61%,66,64%,85%,52%,96%,37%,85%,70%,86%,23%,65%,94%,66%,57%,74%,65%,Not enough data available,37%,11%,78,72,87,81,80,83,0.22,22%,100,Medicare shows only a Star Rating for this topic,99%,98%,89%,87%,2.4,85%,0.22,22%,100,Medicare shows only a Star Rating for this topic,81,86,99,76%,77%,71%,45%
H3362,Local CCP,"Independent Health Association, Inc.",Independent Health,"Independent Health Association, Inc.",78%,72%,76,68%,85%,49%,95%,96%,100%,100%,100%,18%,74%,96%,89%,82%,73%,54%,47%,66%,9%,86,80,93,88,88,87,0.04,1%,80,Medicare shows only a Star Rating for this topic,99%,94%,91%,89%,8.4,74%,0.04,1%,80,Medicare shows only a Star Rating for this topic,84,93,99,84%,87%,81%,58%
H3379,Local CCP,"Unitedhealthcare Of New York, Inc.",UnitedHealthcare,"UnitedHealth Group, Inc.",65%,64%,63,70%,80%,47%,92%,99%,99%,100%,100%,36%,75%,97%,79%,48%,74%,60%,42%,35%,8%,79,69,89,82,79,84,0.19,16%,60,Medicare shows only a Star Rating for this topic,100%,100%,99%,98%,0.3,Not enough data available,0.19,16%,60,Medicare shows only a Star Rating for this topic,80,88,99,82%,82%,76%,68%
H3384,Local CCP,Healthnow New York Inc.,BlueCross BlueShield of WNY and BlueShield of NENY,HealthNow New York Inc.,74%,69%,78,72%,89%,44%,96%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,32%,75%,97%,89%,81%,77%,60%,45%,50%,11%,85,79,90,85,85,86,0.04,5%,100,Medicare shows only a Star Rating for this topic,97%,94%,99%,99%,3.3,82%,0.04,5%,100,Medicare shows only a Star Rating for this topic,83,91,97,83%,86%,80%,68%
H3387,Local CCP,"Unitedhealthcare Of New York, Inc.",UnitedHealthcare,"UnitedHealth Group, Inc.",78%,77%,70,66%,82%,56%,92%,57%,86%,80%,87%,Not enough data available,73%,98%,CMS identified issues with this plan's data,CMS identified issues with this plan's data,74%,71%,49%,39%,11%,79,74,89,83,86,83,0.22,19%,60,Medicare shows only a Star Rating for this topic,98%,100%,98%,98%,0.0,Not enough data available,0.22,19%,60,Medicare shows only a Star Rating for this topic,86,88,99,82%,80%,76%,47%
H3388,Local CCP,"Capital District Physicians' Health Plan, Inc.",CDPHP Medicare Choices,"Capital District Physicians' Health Plan, Inc.",80%,77%,79,65%,85%,51%,97%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,30%,82%,98%,90%,81%,80%,56%,51%,65%,11%,85,82,93,88,89,86,0.03,5%,80,Medicare shows only a Star Rating for this topic,98%,83%,100%,96%,0.6,Not enough data available,0.03,5%,80,Medicare shows only a Star Rating for this topic,84,91,99,83%,88%,85%,40%
H3404,Local CCP,Blue Cross And Blue Shield Of North Carolina,Blue Cross and Blue Shield of North Carolina,Blue Cross and Blue Shield of North Carolina,80%,70%,76,71%,84%,56%,93%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,23%,67%,98%,80%,61%,80%,57%,39%,67%,11%,87,81,91,86,82,88,0.12,17%,100,Medicare shows only a Star Rating for this topic,96%,82%,86%,88%,4.0,73%,0.12,17%,100,Medicare shows only a Star Rating for this topic,80,84,97,81%,84%,79%,49%
H3416,Local CCP,"Healthpartners Unitypoint Health, Inc.",HealthPartners UnityPoint Health,"HealthPartners UnityPoint Health, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,97%,100%,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H3447,Local CCP,"Healthkeepers, Inc.",Anthem HealthKeepers,Anthem Inc.,80%,84%,68,67%,86%,63%,99%,87%,98%,99%,100%,Not enough data available,87%,98%,88%,82%,83%,66%,40%,69%,8%,82,78,89,85,86,85,0.13,9%,100,Medicare shows only a Star Rating for this topic,76%,90%,98%,97%,0.0,Not enough data available,0.13,9%,100,Medicare shows only a Star Rating for this topic,86,90,99,82%,83%,81%,81%
H3449,Local CCP,Blue Cross And Blue Shield Of North Carolina,Blue Cross and Blue Shield of North Carolina,Blue Cross and Blue Shield of North Carolina,77%,68%,75,60%,80%,53%,90%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,25%,61%,95%,73%,62%,77%,53%,42%,64%,10%,84,78,92,86,84,88,0.12,10%,100,Medicare shows only a Star Rating for this topic,99%,91%,86%,88%,3.5,80%,0.12,10%,100,Medicare shows only a Star Rating for this topic,82,86,98,77%,80%,76%,50%
H3464,Local CCP,"Unitedhealthcare Of Arkansas, Inc.",UnitedHealthcare,"UnitedHealth Group, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H3471,Local CCP,Health Alliance Northwest Health Plan,Health Alliance Northwest,The Carle Foundation,76%,70%,72,Plan too new to be measured,Plan too new to be measured,50%,94%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,73%,98%,85%,74%,92%,49%,44%,53%,9%,82,82,92,88,82,88,0.05,7%,80,Medicare shows only a Star Rating for this topic,100%,93%,99%,94%,4.0,Not enough data available,0.05,7%,80,Medicare shows only a Star Rating for this topic,83,89,99,83%,84%,80%,72%
H3499,Local CCP,Coordinated Care Corporation,Allwell,Centene Corporation,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H3503,1876 Cost,Sanford Heart Of America Health Plan,Sanford Heart of America Health Plan,Sanford,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,100,Not enough data available,Not enough data available,Not enough data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure
H3528,Local CCP,"Connecticare, Inc.","ConnectiCare, Inc.","EmblemHealth, Inc.",78%,74%,81,71%,84%,54%,96%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,33%,76%,95%,85%,78%,80%,55%,51%,52%,11%,85,80,91,87,83,87,0.02,16%,100,Medicare shows only a Star Rating for this topic,98%,96%,92%,92%,2.0,81%,0.02,16%,100,Medicare shows only a Star Rating for this topic,80,90,98,82%,86%,81%,73%
H3533,Local CCP,"Humana Health Company Of New York, Inc.","Humana Health Company of New York, Inc.",Humana Inc.,68%,70%,63,69%,80%,47%,96%,72%,90%,93%,95%,Not enough data available,66%,95%,71%,77%,70%,56%,36%,54%,11%,81,74,86,84,81,84,0.52,23%,60,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,90%,99%,1.8,Not enough data available,0.52,23%,60,Medicare shows only a Star Rating for this topic,82,88,99,80%,83%,80%,61%
H3536,Local CCP,"Matthew Thornton Health Plan, Inc.",Anthem Blue Cross and Blue Shield,Anthem Inc.,72%,63%,78,Plan too new to be measured,Plan too new to be measured,56%,94%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,66%,No data available,72%,65%,Not enough data available,Not enough data available,Not enough data available,57%,No data available,84,79,90,88,82,86,0.57,14%,100,Not enough data available,Not enough data available,Not enough data available,100%,97%,0.0,Not enough data available,0.57,14%,100,Not enough data available,81,88,98,80%,81%,79%,84%
H3561,Local CCP,"Health Net Community Solutions, Inc.","HEALTH NET COMMUNITY SOLUTIONS, INC.",Centene Corporation,78%,73%,73,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,95%,73%,100%,91%,100%,43%,85%,98%,84%,72%,77%,Plan too new to be measured,Plan too new to be measured,23%,11%,80,75,87,85,87,85,0.12,15%,100,Not enough data available,92%,100%,99%,95%,1.9,80%,0.12,15%,100,Not enough data available,86,90,99,83%,83%,78%,65%
H3572,Local CCP,"Ahf Mco Of Georgia, Inc.",AHF,AIDS Healthcare Foundation,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H3597,Local CCP,Aetna Health Inc. (me),Aetna Medicare,Aetna Inc.,86%,83%,76,71%,86%,54%,96%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,73%,84%,95%,86%,82%,82%,53%,50%,71%,7%,85,86,90,87,84,89,0.10,13%,100,Medicare shows only a Star Rating for this topic,95%,95%,100%,100%,1.5,Not enough data available,0.10,13%,100,Medicare shows only a Star Rating for this topic,79,92,99,84%,83%,82%,49%
H3653,Local CCP,"Paramount Care, Inc.",Paramount Elite,Promedica Health System,78%,65%,80,68%,84%,48%,98%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,36%,76%,94%,88%,83%,79%,52%,50%,44%,9%,84,78,92,87,87,84,0.03,3%,100,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,90%,89%,2.1,Not enough data available,0.03,3%,100,Medicare shows only a Star Rating for this topic,84,90,99,80%,83%,80%,49%
H3655,Local CCP,Community Insurance Company,Anthem Blue Cross and Blue Shield,Anthem Inc.,73%,67%,69,65%,79%,50%,97%,58%,90%,85%,94%,42%,62%,94%,83%,79%,76%,57%,45%,71%,9%,84,79,90,87,84,85,0.10,6%,100,Medicare shows only a Star Rating for this topic,95%,94%,98%,98%,1.8,95%,0.10,6%,100,Medicare shows only a Star Rating for this topic,81,91,98,81%,83%,80%,79%
H3660,Local CCP,Summacare Inc.,SummaCare Medicare Advantage Plans,Summa Health System Community,72%,72%,75,68%,90%,47%,97%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,14%,71%,97%,86%,81%,80%,53%,41%,65%,10%,87,81,90,88,87,88,0.06,5%,100,Medicare shows only a Star Rating for this topic,99%,92%,94%,99%,4.6,97%,0.06,5%,100,Medicare shows only a Star Rating for this topic,86,93,99,83%,85%,82%,25%
H3664,Local CCP,Aultcare Health Insuring Corporation,PrimeTime Health Plan,Aultman Health Foundation,78%,75%,76,66%,87%,45%,98%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,47%,79%,97%,88%,83%,87%,56%,45%,38%,9%,86,82,93,88,89,88,0.02,3%,100,Medicare shows only a Star Rating for this topic,100%,100%,99%,99%,0.0,Not enough data available,0.02,3%,100,Medicare shows only a Star Rating for this topic,88,94,99,85%,86%,83%,80%
H3668,Local CCP,"Mount Carmel Health Plan, Inc.",MediGold,Trinity Health,71%,65%,74,68%,84%,51%,95%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,29%,65%,96%,67%,66%,76%,48%,41%,12%,7%,87,80,93,87,87,86,0.09,4%,60,Medicare shows only a Star Rating for this topic,100%,92%,95%,97%,0.4,79%,0.09,4%,60,Medicare shows only a Star Rating for this topic,86,93,98,85%,86%,83%,35%
H3672,Local CCP,Health Plan Of The Upper Ohio Valley,The Health Plan,Health Plan of the Upper Ohio Valley,71%,73%,78,66%,84%,39%,92%,76%,92%,94%,94%,14%,68%,95%,75%,76%,72%,58%,38%,32%,11%,87,80,93,86,90,84,0.06,4%,100,Medicare shows only a Star Rating for this topic,100%,95%,95%,96%,0.0,Not enough data available,0.06,4%,100,Medicare shows only a Star Rating for this topic,87,93,98,83%,84%,80%,79%
H3706,Local CCP,"Globalhealth, Inc.",GlobalHealth,"Momentum Health Holdings, LLC",70%,58%,75,65%,84%,47%,98%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,15%,63%,93%,85%,78%,75%,57%,40%,46%,8%,84,79,91,86,87,86,0.45,8%,80,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,66%,72%,0.0,Not enough data available,0.45,8%,80,Medicare shows only a Star Rating for this topic,83,89,99,76%,79%,78%,45%
