2020 Data View: Medicare Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTRACT_ID,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,"HD1: Staying Healthy: Screenings, Tests and Vaccines",,,,,,,HD2: Managing Chronic (Long Term) Conditions,,,,,,,,,,,,,,HD3: Member Experience with Health Plan,,,,,,HD4: Member Complaints and Changes in the Health Plan's Performance,,,HD5: Health Plan Customer Service,,,DD1: Drug Plan Customer Service,,,DD2: Member Complaints and Changes in the Drug Plan’s Performance,,,DD3: Member Experience with the Drug Plan,,DD4: Drug Safety and Accuracy of Drug Pricing,,,,,
H3291,Local CCP,"Pruitthealth Premier, Inc.",PruittHealth Premier,"UNICO Premier, LLC",Not enough data available,Not enough data available,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,30%,100%,94%,100%,100%,96%,Not enough data available,97%,80%,37%,Not enough data available,Not enough data available,Not enough data available,Not enough data available,8%,Not enough data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,0.00,4%,Not enough data available,83%,50%,75%,77%,0.0,Not enough data available,0.00,4%,Not enough data available,Plan too small to be measured,Plan too small to be measured,100,92%,90%,88%,88%,85%
H3293,Local CCP,"Mmm Of Florida, Inc.","MMM of Florida, Inc.",InnovaCare Inc.,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,81%,87%,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H3305,Local CCP,"Mvp Health Plan, Inc.",MVP HEALTH CARE,"MVP Health Care, Inc.",81%,80%,87%,68%,86%,52%,93%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,34%,81%,95%,76%,82%,52%,47%,59%,11%,85%,85,83,92,88,89,87,0.03,4%,Medicare shows only a Star Rating for this topic,100%,87%,92%,95%,6.9,81%,0.03,4%,Medicare shows only a Star Rating for this topic,87,93,99,86%,89%,86%,70%,80%
H3307,Local CCP,"Oxford Health Plans (ny), Inc.",UnitedHealthcare,"UnitedHealth Group, Inc.",73%,74%,75%,71%,81%,54%,96%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,42%,78%,97%,84%,83%,59%,41%,54%,8%,78%,76,70,88,82,81,80,0.16,11%,Medicare shows only a Star Rating for this topic,100%,100%,98%,98%,0.0,100%,0.16,11%,Medicare shows only a Star Rating for this topic,79,88,99,83%,85%,80%,73%,79%
H3312,Local CCP,Aetna Health Inc. (ny),Aetna Medicare,CVS Health Corporation,72%,67%,75%,69%,83%,44%,99%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,47%,69%,94%,83%,75%,52%,41%,76%,8%,80%,80,72,88,85,83,85,0.17,10%,Medicare shows only a Star Rating for this topic,98%,94%,100%,97%,0.0,Not enough data available,0.17,10%,Medicare shows only a Star Rating for this topic,80,87,99,84%,87%,83%,81%,78%
H3328,Local CCP,"The New York State Catholic Health Plan, Inc.",Fidelis Legacy Plan,"The New York State Catholic Health Plan, Inc.",70%,68%,66%,77%,80%,53%,98%,73%,92%,71%,86%,62%,77%,96%,84%,89%,61%,43%,70%,11%,82%,83,77,90,84,85,85,0.16,10%,Medicare shows only a Star Rating for this topic,94%,83%,87%,95%,2.1,84%,0.16,10%,Medicare shows only a Star Rating for this topic,86,90,99,81%,82%,78%,86%,81%
H3330,Local CCP,Health Insurance Plan Of Greater New York,EmblemHealth Medicare HMO,"EmblemHealth, Inc.",80%,76%,63%,68%,83%,52%,99%,65%,89%,83%,90%,53%,80%,97%,80%,86%,61%,44%,57%,10%,82%,79,71,89,83,82,84,0.20,7%,Medicare shows only a Star Rating for this topic,98%,92%,95%,98%,3.7,81%,0.20,7%,Medicare shows only a Star Rating for this topic,83,89,99,81%,83%,78%,78%,78%
H3335,Local CCP,"Excellus Health Plan, Inc.","Excellus Health Plan, Inc","Lifetime Healthcare, Inc.",81%,76%,77%,72%,84%,47%,97%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,32%,79%,95%,88%,84%,48%,53%,62%,9%,81%,86,79,92,87,86,88,0.05,3%,Medicare shows only a Star Rating for this topic,99%,89%,95%,97%,1.5,100%,0.05,3%,Medicare shows only a Star Rating for this topic,87,92,99,86%,90%,87%,67%,77%
H3342,Local CCP,"Empire Healthchoice Assurance, Inc.",Empire BlueCross BlueShield,Anthem Inc.,81%,80%,76%,71%,83%,50%,98%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,79%,96%,86%,78%,50%,56%,64%,10%,79%,82,75,Not enough data available,85,81,82,0.11,4%,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,97%,97%,31.3,Not enough data available,0.11,4%,Medicare shows only a Star Rating for this topic,79,Not enough data available,96,89%,90%,87%,70%,85%
H3344,Local CCP,Independent Health Benefits Corporation,Independent Health,"Independent Health Association, Inc.",85%,79%,81%,69%,87%,56%,98%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,84%,97%,92%,69%,53%,54%,49%,10%,86%,86,81,93,88,91,86,0.07,5%,Medicare shows only a Star Rating for this topic,98%,95%,95%,97%,43.5,81%,0.07,5%,Medicare shows only a Star Rating for this topic,87,92,99,90%,90%,88%,66%,80%
H3347,Local CCP,"Elderplan, Inc.",Elderplan,"Elderplan, Inc.",65%,48%,69%,70%,80%,53%,83%,89%,83%,96%,97%,Not enough data available,69%,93%,63%,70%,76%,45%,41%,10%,75%,81,75,90,83,84,85,0.17,23%,Medicare shows only a Star Rating for this topic,99%,90%,89%,88%,0.0,Not enough data available,0.17,23%,Medicare shows only a Star Rating for this topic,83,89,99,78%,79%,75%,75%,83%
H3351,Local CCP,"Excellus Health Plan, Inc.","Excellus Health Plan, Inc","Lifetime Healthcare, Inc.",83%,74%,84%,66%,85%,53%,97%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,37%,78%,96%,88%,83%,64%,48%,61%,8%,85%,86,83,91,87,85,85,0.05,6%,Medicare shows only a Star Rating for this topic,100%,91%,95%,97%,0.9,88%,0.05,6%,Medicare shows only a Star Rating for this topic,84,92,99,87%,89%,87%,64%,82%
H3359,Local CCP,"Healthfirst Health Plan, Inc.",Healthfirst Medicare Plan,"Healthfirst, Inc.",81%,79%,71%,68%,82%,63%,97%,68%,89%,84%,94%,63%,82%,98%,81%,81%,79%,49%,71%,9%,84%,82,73,89,87,88,85,0.05,9%,Medicare shows only a Star Rating for this topic,99%,98%,94%,96%,0.1,95%,0.05,9%,Medicare shows only a Star Rating for this topic,86,87,99,82%,83%,78%,73%,84%
H3362,Local CCP,"Independent Health Association, Inc.",Independent Health,"Independent Health Association, Inc.",82%,76%,80%,69%,80%,54%,100%,99%,100%,100%,100%,33%,83%,96%,90%,74%,57%,48%,62%,9%,81%,85,80,93,87,88,87,0.03,4%,Medicare shows only a Star Rating for this topic,98%,97%,95%,97%,19.7,88%,0.03,4%,Medicare shows only a Star Rating for this topic,85,94,99,87%,90%,86%,73%,82%
H3379,Local CCP,"Unitedhealthcare Of New York, Inc.",UnitedHealthcare,"UnitedHealth Group, Inc.",70%,70%,73%,72%,81%,48%,97%,99%,99%,100%,100%,38%,81%,96%,86%,81%,61%,39%,45%,8%,81%,83,77,89,84,82,84,0.10,24%,Medicare shows only a Star Rating for this topic,100%,100%,98%,97%,0.2,Not enough data available,0.10,24%,Medicare shows only a Star Rating for this topic,82,89,97,84%,85%,83%,79%,81%
H3384,Local CCP,Healthnow New York Inc.,BlueCross BlueShield of WNY and BlueShield of NENY,HealthNow New York Inc.,79%,74%,77%,71%,87%,49%,100%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,29%,84%,98%,87%,88%,57%,43%,50%,9%,83%,86,78,93,87,87,85,0.06,4%,Medicare shows only a Star Rating for this topic,100%,100%,94%,98%,1.6,81%,0.06,4%,Medicare shows only a Star Rating for this topic,84,92,99,84%,88%,84%,75%,82%
H3387,Local CCP,"Unitedhealthcare Of New York, Inc.",UnitedHealthcare,"UnitedHealth Group, Inc.",77%,77%,70%,71%,79%,63%,98%,55%,89%,86%,92%,43%,79%,98%,86%,78%,78%,42%,57%,8%,78%,80,72,87,82,86,84,0.15,13%,Medicare shows only a Star Rating for this topic,97%,98%,97%,95%,0.1,Not enough data available,0.15,13%,Medicare shows only a Star Rating for this topic,85,89,99,86%,85%,81%,74%,83%
H3388,Local CCP,"Capital District Physicians' Health Plan, Inc.",CDPHP Medicare Advantage,"Capital District Physicians' Health Plan, Inc.",81%,81%,81%,68%,84%,58%,99%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,34%,85%,96%,90%,81%,55%,48%,71%,8%,85%,86,82,93,89,90,87,0.03,3%,Medicare shows only a Star Rating for this topic,98%,91%,90%,95%,0.8,Not enough data available,0.03,3%,Medicare shows only a Star Rating for this topic,86,90,99,85%,90%,87%,40%,81%
H3404,Local CCP,Blue Cross And Blue Shield Of North Carolina,Blue Cross and Blue Shield of North Carolina,Blue Cross and Blue Shield of North Carolina,79%,80%,79%,69%,77%,58%,97%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,27%,73%,94%,84%,78%,53%,45%,72%,10%,78%,86,82,92,87,86,90,0.08,9%,Medicare shows only a Star Rating for this topic,97%,94%,86%,94%,3.0,85%,0.08,9%,Medicare shows only a Star Rating for this topic,83,87,99,83%,86%,83%,74%,78%
H3407,Local CCP,"El Paso First Health Plans, Inc.",El Paso Health Advantage Dual SNP,El Paso County Hospital District,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H3416,Local CCP,"Healthpartners Unitypoint Health, Inc.",HealthPartners UnityPoint Health,"HealthPartners UnityPoint Health, Inc.",Not enough data available,66%,78%,Plan too new to be measured,Plan too new to be measured,57%,92%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,64%,95%,78%,Not enough data available,42%,43%,80%,0%,Not enough data available,86,84,91,88,87,89,0.16,14%,Not enough data available,Not enough data available,Not enough data available,98%,98%,9.9,Not enough data available,0.16,14%,Not enough data available,86,92,99,83%,86%,84%,Not enough data available,76%
H3418,Local CCP,Unitedhealthcare Insurance Company Of New York,UnitedHealthcare,"UnitedHealth Group, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H3442,Local CCP,Unitedhealthcare Insurance Company Of Illinois,UnitedHealthcare,"UnitedHealth Group, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H3447,Local CCP,"Healthkeepers, Inc.",Anthem HealthKeepers,Anthem Inc.,73%,70%,67%,71%,83%,57%,99%,62%,95%,91%,96%,40%,73%,95%,78%,76%,65%,34%,70%,5%,76%,83,77,91,85,86,86,0.46,13%,Medicare shows only a Star Rating for this topic,98%,96%,97%,97%,2.0,Not enough data available,0.46,13%,Medicare shows only a Star Rating for this topic,86,89,95,80%,83%,80%,86%,81%
H3449,Local CCP,Blue Cross And Blue Shield Of North Carolina,Blue Cross and Blue Shield of North Carolina,Blue Cross and Blue Shield of North Carolina,77%,77%,78%,67%,79%,56%,98%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,25%,71%,95%,87%,74%,60%,40%,73%,9%,81%,85,79,93,87,87,88,0.13,12%,Medicare shows only a Star Rating for this topic,99%,91%,86%,94%,5.1,88%,0.13,12%,Medicare shows only a Star Rating for this topic,83,89,99,80%,84%,81%,73%,81%
H3464,Local CCP,"Unitedhealthcare Of Arkansas, Inc.",UnitedHealthcare,"UnitedHealth Group, Inc.",77%,77%,69%,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,99%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,73%,95%,75%,79%,Plan too new to be measured,Plan too new to be measured,48%,6%,81%,83,76,91,84,84,85,0.32,20%,Not enough data available,100%,100%,98%,98%,0.0,Not enough data available,0.32,20%,Not enough data available,84,89,99,82%,83%,81%,76%,73%
H3467,Local CCP,"Procare Advantage, Llc",ProCare Advantage,"First Sacramento Capital Funding, LLC",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H3471,Local CCP,Health Alliance Northwest Health Plan,Health Alliance Northwest,The Carle Foundation,75%,71%,75%,72%,84%,48%,99%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,39%,73%,96%,79%,85%,48%,43%,56%,7%,82%,81,79,91,85,83,87,0.18,4%,Medicare shows only a Star Rating for this topic,97%,80%,80%,77%,4.2,Not enough data available,0.18,4%,Medicare shows only a Star Rating for this topic,85,89,98,85%,86%,85%,65%,81%
H3499,Local CCP,Coordinated Care Corporation,Allwell,Centene Corporation,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,No data available,No data available,No data available,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,97%,98%,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,99,75%,81%,80%,83%,80%
H3528,Local CCP,"Connecticare, Inc.",ConnectiCare,"EmblemHealth, Inc.",79%,72%,81%,69%,85%,59%,99%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,25%,75%,92%,88%,80%,55%,45%,81%,8%,82%,85,81,92,88,87,86,0.06,8%,Medicare shows only a Star Rating for this topic,98%,92%,92%,86%,2.8,Not enough data available,0.06,8%,Medicare shows only a Star Rating for this topic,84,92,99,85%,89%,85%,79%,81%
H3533,Local CCP,"Humana Health Company Of New York, Inc.",Humana,Humana Inc.,66%,72%,67%,73%,82%,49%,98%,65%,89%,91%,95%,28%,80%,97%,85%,74%,60%,40%,73%,10%,83%,79,73,88,82,83,82,0.36,18%,Medicare shows only a Star Rating for this topic,94%,98%,100%,97%,3.1,67%,0.36,18%,Medicare shows only a Star Rating for this topic,83,88,99,81%,85%,82%,82%,80%
H3536,Local CCP,"Matthew Thornton Health Plan, Inc.",Anthem Blue Cross and Blue Shield,Anthem Inc.,67%,75%,72%,75%,90%,56%,98%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,75%,92%,81%,Not enough data available,53%,41%,66%,12%,78%,84,83,87,85,84,86,0.58,9%,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,97%,97%,0.0,Not enough data available,0.58,9%,Medicare shows only a Star Rating for this topic,83,91,95,84%,83%,84%,84%,79%
H3557,Local CCP,Blue Cross & Blue Shield Of Rhode Island,Blue Cross & Blue Shield of Rhode Island,Blue Cross & Blue Shield of Rhode Island,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H3561,Local CCP,"Health Net Community Solutions, Inc.","HEALTH NET COMMUNITY SOLUTIONS, INC.",Centene Corporation,79%,74%,75%,Plan too new to be measured,Plan too new to be measured,59%,99%,72%,100%,82%,98%,43%,84%,97%,84%,77%,70%,Not enough data available,44%,8%,79%,80,75,88,86,87,83,0.22,24%,Medicare shows only a Star Rating for this topic,98%,100%,94%,94%,0.6,79%,0.22,24%,Medicare shows only a Star Rating for this topic,86,89,99,84%,83%,80%,80%,84%
H3572,Local CCP,"Ahf Mco Of Georgia, Inc.",AHF,AIDS Healthcare Foundation,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,No data available,No data available,No data available,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,97%,97%,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,100,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available
H3597,Local CCP,Aetna Health Inc. (me),Aetna Medicare,CVS Health Corporation,86%,82%,78%,70%,86%,54%,98%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,47%,83%,95%,90%,77%,48%,47%,80%,5%,80%,86,85,92,88,87,88,0.13,8%,Medicare shows only a Star Rating for this topic,94%,94%,100%,97%,0.0,Not enough data available,0.13,8%,Medicare shows only a Star Rating for this topic,84,92,99,89%,90%,88%,92%,82%
H3632,Local CCP,Medica Community Health Plan,Medica,Medica Holding Company,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H3653,Local CCP,"Paramount Care, Inc.",Paramount Elite/Medicare Plans,"Promedica Health System, Inc.",78%,78%,84%,69%,83%,48%,99%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,41%,76%,95%,83%,76%,54%,46%,80%,7%,82%,86,82,93,87,88,87,0.06,3%,Medicare shows only a Star Rating for this topic,95%,95%,64%,60%,3.4,Not enough data available,0.06,3%,Medicare shows only a Star Rating for this topic,86,92,98,84%,86%,84%,85%,78%
H3655,Local CCP,Community Insurance Company,Anthem Blue Cross and Blue Shield,Anthem Inc.,74%,79%,80%,67%,84%,50%,99%,62%,97%,94%,99%,38%,80%,95%,87%,80%,51%,39%,83%,6%,77%,84,81,90,88,87,87,0.14,9%,Medicare shows only a Star Rating for this topic,97%,96%,98%,98%,1.6,95%,0.14,9%,Medicare shows only a Star Rating for this topic,84,90,96,83%,85%,82%,80%,78%
H3660,Local CCP,Summacare Inc.,SummaCare Medicare Advantage Plans,Summa Health System Community,72%,72%,80%,65%,87%,50%,98%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,48%,76%,95%,87%,76%,53%,42%,81%,6%,81%,86,83,91,88,87,88,0.05,4%,Medicare shows only a Star Rating for this topic,96%,98%,95%,92%,5.1,95%,0.05,4%,Medicare shows only a Star Rating for this topic,86,92,99,85%,88%,84%,54%,76%
H3664,Local CCP,Aultcare Health Insuring Corporation,PrimeTime Health Plan,Aultman Health Foundation,77%,76%,76%,67%,83%,46%,97%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,68%,82%,97%,88%,84%,57%,45%,59%,9%,78%,85,79,93,87,89,88,0.02,3%,Medicare shows only a Star Rating for this topic,93%,100%,95%,95%,3.1,Not enough data available,0.02,3%,Medicare shows only a Star Rating for this topic,86,92,99,86%,88%,85%,84%,78%
H3668,Local CCP,"Mount Carmel Health Plan, Inc.",MediGold,Trinity Health,74%,75%,78%,68%,82%,48%,95%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,33%,68%,95%,79%,78%,50%,46%,39%,5%,82%,86,82,91,89,90,88,0.06,3%,Medicare shows only a Star Rating for this topic,100%,98%,97%,97%,0.6,91%,0.06,3%,Medicare shows only a Star Rating for this topic,86,91,99,86%,88%,86%,77%,81%
H3672,Local CCP,"The Health Plan Of West Virginia, Inc.",The Health Plan,"The Health Plan of West Virginia, Inc.",72%,70%,75%,67%,79%,38%,98%,72%,99%,92%,96%,42%,69%,93%,78%,88%,54%,47%,66%,10%,74%,88,81,94,89,90,88,0.03,8%,Medicare shows only a Star Rating for this topic,100%,95%,95%,92%,2.2,Not enough data available,0.03,8%,Medicare shows only a Star Rating for this topic,88,92,99,82%,85%,82%,84%,77%
H3706,Local CCP,"Globalhealth, Inc.",GlobalHealth,"Momentum Health Holdings, LLC",79%,74%,78%,65%,78%,41%,100%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,76%,97%,85%,68%,51%,37%,84%,8%,75%,85,82,92,88,86,87,0.16,13%,Medicare shows only a Star Rating for this topic,99%,93%,81%,92%,0.0,Not enough data available,0.16,13%,Medicare shows only a Star Rating for this topic,83,90,99,81%,81%,81%,56%,76%
H3708,Local CCP,"Oklahoma Superior Select, Inc.",American Health Advantage of Oklahoma,"American Health Companies, Inc.",Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,99%,93%,97%,89%,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,67%,48%,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,99,No data available,81%,94%,68%,73%
