2021 Data View: Medicare Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTRACT_ID,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,"HD1: Staying Healthy: Screenings, Tests and Vaccines",,,,,,,HD2: Managing Chronic (Long Term) Conditions,,,,,,,,,,,,,,HD3: Member Experience with Health Plan,,,,,,HD4: Member Complaints and Changes in the Health Plan's Performance,,,HD5: Health Plan Customer Service,,,DD1: Drug Plan Customer Service,,,DD2: Member Complaints and Changes in the Drug Plan’s Performance,,,DD3: Member Experience with the Drug Plan,,DD4: Drug Safety and Accuracy of Drug Pricing,,,,
H2533 ,Demo ,"MOLINA HEALTHCARE OF SOUTH CAROLINA, INC. ",Molina Healthcare of South Carolina ,"Molina Healthcare, Inc., ",No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available
H2563 ,Local CCP ,OPTIMA HEALTH PLAN ,Optima Medicare ,Sentara Health Care (SHC) ,83%,86%,72,66%,84%,58%,99%,CMS identified issues with this plan's data ,No data available ,No data available ,No data available ,Not enough data available ,77%,97%,86%,79%,57%,47%,56%,81%,82,77,90,87,86,88,0.26,8%,Medicare shows only a Star Rating for this topic ,Not enough data available ,Not enough data available ,95%,95%,5.8,Not enough data available ,0.26,8%,Medicare shows only a Star Rating for this topic ,86,88,98,82%,85%,84%,84%,79%
H2577 ,Local CCP ,CARE IMPROVEMENT PLUS OF TEXAS INSURANCE COMPANY ,UnitedHealthcare ,"UnitedHealth Group, Inc. ",Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,96%,97%,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H2582 ,Local CCP ,ROCKY MOUNTAIN HEALTH MAINTENANCE ORGANIZATION ,UnitedHealthcare ,"UnitedHealth Group, Inc. ",Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,95%,92%,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H2591 ,Local CCP ,"HEALTH ALLIANCE - MIDWEST, INC. ",Health Alliance Medicare ,The Carle Foundation ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,90%,94%,90%,Not enough data available ,71%
H2593 ,Local CCP ,"AMERIGROUP TEXAS, INC. ",Amerigroup ,Anthem Inc. ,72%,71%,76,69%,82%,54%,98%,54%,94%,91%,96%,53%,78%,97%,77%,73%,62%,43%,67%,78%,80,75,90,84,86,81,0.78,20%,Medicare shows only a Star Rating for this topic ,97%,92%,100%,98%,2.5,95%,0.78,20%,Medicare shows only a Star Rating for this topic ,83,85,99,80%,80%,78%,77%,84%
H2610 ,Local CCP ,"ESSENCE HEALTHCARE, INC. ",Essence Healthcare ,Essence Group Holdings Corporation ,84%,79%,81,64%,83%,55%,99%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,30%,85%,99%,87%,80%,50%,42%,79%,82%,85,82,91,89,90,87,0.06,5%,Medicare shows only a Star Rating for this topic ,96%,92%,97%,97%,5.7,88%,0.06,5%,Medicare shows only a Star Rating for this topic ,90,92,99,86%,88%,87%,85%,86%
H2624 ,Local CCP ,CARE N' CARE INSURANCE COMPANY OF NORTH CAROLINA ,CARE N' CARE INSURANCE COMPANY OF NORTH CAROLINA ,Moses H. Cone Memorial Hospital Corp. ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,85%,87%,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H2663 ,Local CCP ,"COVENTRY HEALTH CARE OF MISSOURI, INC ",Aetna Medicare ,CVS Health Corporation ,75%,74%,76,70%,84%,52%,99%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,55%,77%,94%,84%,80%,50%,41%,87%,79%,86,80,92,87,88,88,0.09,10%,Medicare shows only a Star Rating for this topic ,98%,97%,97%,97%,1.1,86%,0.09,10%,Medicare shows only a Star Rating for this topic ,86,91,99,87%,88%,88%,66%,80%
H2678 ,Local CCP ,"MA DELIVERY INNOVATIONS, INC. ",MoreCare ,MHNU Corporation ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,92%,87%,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H2697 ,Local CCP ,"DEVOTED HEALTH PLAN OF OHIO, INC. ",Devoted Health ,"Devoted Health, Inc. ",Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H2722 ,Local CCP ,"VANTAGE HEALTH PLAN OF ARKANSAS, INC. ",Vantage Health Plan ,Louisiana Health Service & Indemnity Company ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,95%,91%,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H2765 ,Local CCP ,"SUMMIT HEALTH PLAN, INC. ","Summit Health Plan, Inc. ","Moda Partners, Inc. ",Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H2775 ,Local CCP ,AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY ,WellCare ,Centene Corporation ,76%,73%,75,70%,82%,44%,98%,No data available ,No data available ,No data available ,No data available ,53%,77%,96%,83%,81%,51%,47%,61%,82%,83,82,85,87,82,87,0.5,18%,Medicare shows only a Star Rating for this topic ,93%,84%,98%,97%,3.1,100%,0.5,18%,Medicare shows only a Star Rating for this topic ,84,88,99,89%,90%,89%,85%,81%
H2782 ,Local CCP ,WESTERN HEALTH ADVANTAGE ,Western Health Advantage ,Western Health Advantage ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H2793 ,Local CCP ,IMPERIAL INSURANCE COMPANIES INC. ,"Imperial Insurance Companies, Inc ",Imperial Health Plan of California ,Plan too small to be measured ,Plan too small to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too small to be measured ,27%,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,74%,82%,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,99,69%,79%,71%,66%,79%
H2802 ,Local CCP ,"UNITEDHEALTHCARE OF THE MIDLANDS, INC. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",76%,78%,76,68%,83%,52%,99%,69%,94%,90%,96%,44%,77%,97%,85%,79%,59%,37%,64%,81%,85,78,92,87,88,88,0.09,14%,Medicare shows only a Star Rating for this topic ,99%,100%,97%,97%,0,100%,0.09,14%,Medicare shows only a Star Rating for this topic ,86,90,99,83%,85%,84%,81%,81%
H2816 ,PFFS ,AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY ,WellCare ,Centene Corporation ,74%,68%,76,66%,85%,41%,98%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,41%,69%,94%,80%,81%,53%,40%,48%,80%,83,80,87,85,84,85,0.41,21%,Medicare shows only a Star Rating for this topic ,100%,95%,98%,97%,3.1,Not enough data available ,0.41,21%,Medicare shows only a Star Rating for this topic ,84,Plan too small to be measured ,99,88%,88%,87%,80%,81%
H2825 ,Local CCP ,MARY WASHINGTON HEALTH PLAN ,Mary Washington Medicare Advantage ,Mary Washington Healthcare ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,92%,94%,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H2829 ,Local CCP ,"INNOVATION HEALTH PLAN, INC. ",Innovation Health Medicare ,"Innovation Health Holdings, LLC ",74%,72%,74,Plan too new to be measured ,Plan too new to be measured ,57%,97%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,66%,96%,88%,Not enough data available ,Not enough data available ,Not enough data available ,59%,Not enough data available ,77,76,88,84,85,82,0.47,14%,Not enough data available ,Not enough data available ,Not enough data available ,100%,98%,2.7,Not enough data available ,0.47,14%,Medicare shows only a Star Rating for this topic ,83,85,100,83%,83%,83%,63%,85%
H2836 ,Local CCP ,"ANTHEM HEALTH PLANS, INC. ",Anthem Blue Cross and Blue Shield ,Anthem Inc. ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,No data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,No data available ,Not enough data available ,No data available ,Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Plan not required to report ,Not enough data available
H2853 ,Local CCP ,CENTENE VENTURE COMPANY TENNESSEE ,Ascension Complete ,Centene Corporation ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H2879 ,Local CCP ,"MOLINA HEALTHCARE OF WISCONSIN, INC. ",Molina Healthcare of Wisconsin ,"Molina Healthcare, Inc., ",65%,70%,60,74%,83%,55%,100%,36%,93%,88%,94%,Not enough data available ,61%,97%,81%,Not enough data available ,Not enough data available ,Not enough data available ,53%,Not enough data available ,79,81,90,Plan too small to be measured ,86,88,0.26,22%,Medicare shows only a Star Rating for this topic ,Not enough data available ,Not enough data available ,100%,100%,10.4,Not enough data available ,0.26,22%,Medicare shows only a Star Rating for this topic ,86,Plan too small to be measured ,99,83%,79%,78%,80%,83%
H2915 ,Local CCP ,"PENNSYLVANIA HEALTH & WELLNESS, INC. ",Allwell ,Centene Corporation ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too new to be measured ,Plan too new to be measured ,44%,Plan too small to be measured ,71%,No data available ,No data available ,No data available ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,65%,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,1.21,27%,Not enough data available ,Not enough data available ,Not enough data available ,95%,97%,21.8,Not enough data available ,1.21,27%,Medicare shows only a Star Rating for this topic ,Plan too small to be measured ,Plan too small to be measured ,99,84%,84%,81%,96%,81%
H2926 ,Local CCP ,PRIMEWEST RURAL MN HEALTH CARE ACCESS INITIATIVE ,PrimeWest Health ,PrimeWest Rural MN Health Care Access Initiative ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,42%,No data available ,No data available ,No data available ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,95%,92%,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,100,Not enough data available ,87%,88%,69%,86%
H2944 ,PFFS ,HUMANA INSURANCE COMPANY ,Humana ,Humana Inc. ,60%,65%,75,67%,79%,41%,96%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,56%,92%,79%,75%,58%,44%,63%,79%,87,81,Plan too small to be measured ,87,81,86,0.35,17%,Medicare shows only a Star Rating for this topic ,93%,72%,100%,98%,2.5,Not enough data available ,0.35,17%,Medicare shows only a Star Rating for this topic ,84,88,99,85%,85%,87%,87%,78%
H2960 ,Local CCP ,"HOMETOWN HEALTH PLAN, INC. ",Senior Care Plus ,Renown Health ,81%,82%,80,70%,86%,54%,99%,No data available ,No data available ,No data available ,No data available ,38%,83%,97%,85%,75%,51%,55%,92%,79%,80,79,93,87,88,85,0.13,4%,Medicare shows only a Star Rating for this topic ,80%,93%,92%,97%,5.4,Not enough data available ,0.13,4%,Medicare shows only a Star Rating for this topic ,85,91,99,82%,84%,83%,87%,80%
H2962 ,Local CCP ,"ULTIMATE HEALTH PLANS, INC. ",Ultimate Health Plans ,"ULTIMATE HEALTH PLAN, INC. ",80%,82%,66,68%,80%,50%,100%,No data available ,No data available ,No data available ,No data available ,Not enough data available ,82%,98%,88%,83%,57%,50%,82%,81%,83,77,91,85,88,83,0.18,14%,Medicare shows only a Star Rating for this topic ,96%,100%,100%,98%,1.3,Not enough data available ,0.18,14%,Medicare shows only a Star Rating for this topic ,88,91,99,85%,85%,82%,78%,87%
H2986 ,Local CCP ,STANFORD HEALTHCARE ADVANTAGE ,Stanford Health Care Advantage ,Stanford Health Care ,92%,89%,78,73%,82%,56%,97%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,75%,99%,90%,Not enough data available ,55%,49%,75%,93%,82,78,90,88,88,87,0.42,12%,Medicare shows only a Star Rating for this topic ,96%,96%,79%,80%,9.7,93%,0.42,12%,Medicare shows only a Star Rating for this topic ,86,89,100,83%,85%,85%,82%,80%
H3015 ,Local CCP ,"SHARED HEALTH MISSISSIPPI, INC. ",Shared Health Dual Plus ,BlueCross BlueShield of Tennessee ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H3047 ,Local CCP ,WELLCARE HEALTH INSURANCE COMPANY OF LOUISIANA ,WellCare ,Centene Corporation ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H3071 ,Local CCP ,"COMMUNITY CARE ALLIANCE OF ILLINOIS, NFP ",Clear Spring Health ,Group 1001 ,73%,63%,61,69%,79%,49%,98%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,67%,95%,71%,68%,64%,42%,43%,78%,79,75,90,84,82,84,0.18,26%,Medicare shows only a Star Rating for this topic ,95%,95%,Not enough data available ,Not enough data available ,0,Not enough data available ,0.18,26%,Medicare shows only a Star Rating for this topic ,83,87,99,77%,79%,76%,67%,86%
H3113 ,Local CCP ,"OXFORD HEALTH PLANS (NJ), INC. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",74%,76%,67,72%,82%,54%,99%,64%,90%,83%,94%,33%,73%,96%,82%,76%,73%,Not enough data available ,49%,80%,82,75,90,86,89,85,0.33,14%,Medicare shows only a Star Rating for this topic ,95%,99%,98%,98%,0.2,Not enough data available ,0.33,14%,Medicare shows only a Star Rating for this topic ,90,92,99,85%,84%,83%,83%,84%
H3132 ,Local CCP ,"AHF MCO OF FLORIDA, INC. ",AHF ,AIDS Healthcare Foundation ,77%,75%,82,66%,75%,54%,98%,83%,93%,95%,98%,Not enough data available ,66%,97%,79%,Not enough data available ,Not enough data available ,Not enough data available ,52%,82%,85,81,89,89,89,90,0.11,8%,Medicare shows only a Star Rating for this topic ,Not enough data available ,Not enough data available ,69%,75%,0,Not enough data available ,0.11,8%,Medicare shows only a Star Rating for this topic ,93,92,100,85%,85%,85%,79%,83%
