2019 Star View: Medicare Report Card Master Table,...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20,...21,...22,...23,...24,...25,...26,...27,...28,...29,...30,...31,...32,...33,...34,...35,...36,...37,...38,...39,...40,...41,...42,...43,...44,...45,...46,...47,...48,...49,...50,...51,...52,...53
H2591,Local CCP,"Health Alliance - Midwest, Inc.",Health Alliance Medicare,The Carle Foundation,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,Not enough data available,No data available,5,No data available,Not enough data available,No data available
H2593,Local CCP,"Amerigroup Texas, Inc.",Amerigroup,Anthem Inc.,4,5,3,5,5,4,5,4,5,5,5,5,5,5,4,4,3,4,3,3,4,4,1,1,3,2,4,1,4,4,3,5,5,5,5,5,Not enough data available,4,4,5,4,2,5,4,3,3,4,4
H2610,Local CCP,"Essence Healthcare, Inc.",Essence Healthcare,Essence Group Holdings Corporation,5,5,5,2,2,3,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,2,4,5,4,4,3,3,2,3,4,3,5,5,4,5,5,5,5,5,3,4,4,5,5,5,3,5,5,5,5,5,5,4,4,4,4,4
H2663,Local CCP,"Coventry Health Care Of Missouri, Inc",Coventry Health Care,Aetna Inc.,3,3,4,3,4,2,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,3,3,4,4,5,3,2,3,5,3,3,4,4,3,4,4,5,5,4,3,5,4,5,5,5,5,5,4,4,2,4,5,4,3,4,1,2
H2758,Local CCP,"Behealthy Florida, Inc.",Florida Blue Preferred HMO,Guidewell Mutual Holding Corporation,4,5,3,2,5,3,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,3,5,5,3,2,3,3,3,5,5,1,3,3,2,2,1,2,3,5,5,4,5,5,5,Not enough data available,2,3,5,4,3,5,5,5,5,5,5
H2773,Local CCP,"Quality Health Plans Of New York, Inc.",QUALITY HEALTH PLANS,"QHP Financial Group, Inc.",2,3,1,2,2,2,4,1,5,4,3,Not enough data available,1,3,2,5,Not enough data available,3,1,2,3,3,1,2,2,1,1,4,1,3,5,4,2,1,1,5,Not enough data available,1,3,5,3,4,5,3,3,3,3,3
H2775,Local CCP,American Progressive Life & Hlth Ins Company Of Ny,WellCare,"WellCare Health Plans, Inc.",3,4,3,3,3,2,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,2,4,4,4,3,3,2,3,1,4,4,5,5,2,4,3,4,4,4,3,5,4,5,5,5,5,4,4,4,3,4,5,5,5,4,2,3
H2793,Local CCP,"Imperial Insurance Company Of Texas, Inc.","Imperial Insurance Company of Texas, Inc",Imperial Health Plan of California,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H2802,Local CCP,"Unitedhealthcare Of The Midlands, Inc.",UnitedHealthcare,"UnitedHealth Group, Inc.",3,5,3,3,4,2,5,2,5,4,4,3,4,5,4,3,3,3,2,3,3,3,4,3,3,3,4,3,4,4,3,5,4,5,5,5,5,4,4,2,4,4,5,4,3,3,4,3
H2816,PFFS,American Progressive Life & Hlth Ins Company Of Ny,WellCare,"WellCare Health Plans, Inc.",3,3,4,2,3,2,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,1,4,3,3,4,3,2,3,2,3,4,4,5,3,4,3,4,5,2,4,5,5,5,5,5,Not enough data available,5,2,4,Not enough data available,Not enough data available,5,5,5,4,2,3
H2829,Local CCP,"Innovation Health Plan, Inc.",Innovation Health Medicare,"Innovation Health Holdings, LLC",Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,5,5,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H2836,Local CCP,"Anthem Health Plans, Inc.",Anthem Blue Cross and Blue Shield,Anthem Inc.,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,No data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,No data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,No data available,Not enough data available,Not enough data available,Not enough data available,Plan not required to report measure,Not enough data available
H2879,Local CCP,Molina Healthcare Of Wisconsin,Molina Healthcare of Wisconsin,"Molina Healthcare, Inc.,",3,4,1,Not enough data available,Not enough data available,3,4,2,4,4,4,Not enough data available,1,No data available,3,2,Not enough data available,Not enough data available,Not enough data available,2,No data available,Not enough data available,3,3,Not enough data available,3,4,Not enough data available,3,1,2,Not enough data available,Not enough data available,4,4,5,Not enough data available,3,1,3,4,Not enough data available,5,2,1,1,2,4
H2906,Local CCP,"Hometown Health Plan, Inc.",Senior Care Plus,Renown Health,2,4,3,1,5,2,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,5,3,4,5,3,1,2,4,3,3,2,3,4,2,3,1,3,5,4,Not enough data available,Not enough data available,4,4,5,Not enough data available,3,5,5,3,4,5,4,3,3,5,2
H2915,Local CCP,"Pennsylvania Health & Wellness, Inc.",Allwell,Centene Corporation,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,4,4,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H2926,Local CCP,Primewest Rural Mn Health Care Access Initiative,PrimeWest Health,PrimeWest Rural MN Health Care Access Initiative,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,1,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,4,5,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,4,No data available,4,5,2,4
H2944,PFFS,Humana Insurance Company,Humana,Humana Inc.,2,3,3,3,3,1,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,2,2,3,2,4,3,2,2,3,3,3,5,4,2,2,1,4,3,4,2,4,5,5,5,5,Not enough data available,3,4,3,2,3,5,4,3,3,4,2
H2960,Local CCP,"Hometown Health Plan, Inc.",Senior Care Plus,Renown Health,4,4,4,2,4,3,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,3,5,5,4,5,2,2,3,5,2,3,2,4,4,2,4,3,4,5,2,1,2,4,4,3,5,4,5,4,4,4,5,3,3,3,5,3
H2962,Local CCP,"Ultimate Health Plans, Inc.",Ultimate Health Plans,"ULTIMATE HEALTH PLAN, INC.",4,5,1,4,3,2,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,5,5,5,4,4,2,4,5,4,1,3,4,4,4,5,2,5,4,5,5,4,5,5,5,2,5,4,5,5,4,5,4,4,3,5,2
H2986,Local CCP,Stanford Healthcare Advantage,Stanford Health Care Advantage,Stanford Health Care,Not enough data available,5,4,Plan too new to be measured,Plan too new to be measured,4,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,3,4,5,4,Not enough data available,3,3,4,2,4,1,3,3,4,5,2,2,4,3,Not enough data available,Not enough data available,1,1,3,Not enough data available,2,4,3,3,1,5,4,3,3,4,3
H3018,Demo,"Centers Plan For Healthy Living, Llc",Centers Plan for FIDA Care Complete,"Centers Plan for Healthy Living, LLC",No data available,No data available,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,No data available,No data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,No data available,Not enough data available,Not enough data available,Not enough data available,No data available,Not enough data available
H3054,Local CCP,"Constellation Health, Llc.",Constellation Health,"Constellation Health, LLC.",3,3,1,2,4,3,4,2,4,5,4,Not enough data available,3,5,2,1,3,5,2,1,3,4,4,1,3,5,5,2,4,2,5,1,1,Not enough data available,Not enough data available,5,2,4,2,1,5,4,5,2,2,1,4,3
H3071,Local CCP,"Community Care Alliance Of Illinois, Nfp","Community Care Alliance of Illinois, NFP",Family Health Network,3,2,1,4,3,3,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,3,5,3,4,2,4,Not enough data available,2,3,3,1,2,2,2,1,2,2,2,5,2,3,3,2,5,Not enough data available,2,2,3,2,2,5,2,1,1,4,3
H3113,Local CCP,"Oxford Health Plans (nj), Inc.",UnitedHealthcare,"UnitedHealth Group, Inc.",4,4,2,5,3,3,4,2,4,4,4,Not enough data available,3,4,3,2,2,5,5,2,4,3,2,2,3,3,4,2,3,3,3,5,5,5,5,5,Not enough data available,3,3,4,4,4,5,4,3,3,4,3
H3132,Local CCP,"Ahf Mco Of Florida, Inc.",AHF,AIDS Healthcare Foundation,3,4,4,3,2,4,5,3,5,5,5,Not enough data available,2,5,4,3,Not enough data available,Not enough data available,Not enough data available,3,3,3,4,4,3,5,4,5,4,4,5,Not enough data available,Not enough data available,5,4,5,Not enough data available,4,4,5,5,4,5,5,4,4,4,3
H3152,Local CCP,Aetna Health Inc. (nj),Aetna Medicare,Aetna Inc.,3,4,3,3,4,3,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,3,4,4,4,5,2,2,3,4,3,4,4,3,3,4,4,3,4,5,3,5,5,5,5,5,5,4,5,5,1,4,5,3,3,3,1,2
H3154,Local CCP,Horizon Insurance Company,Horizon Blue Cross Blue Shield of New Jersey,"Horizon Healthcare Services, Inc.",2,2,4,4,4,2,2,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,2,3,4,3,1,3,3,1,1,3,3,3,3,3,3,1,1,4,5,3,5,5,5,5,5,2,4,5,5,1,1,4,4,3,3,4,3
H3170,Local CCP,"Sapphire Edge, Inc.",Blue Cross and Blue Shield of Nebraska,Blue Cross Blue Shield of Nebraska,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,5,5,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,4,5,3,4,Not enough data available,1
H3204,Local CCP,Presbyterian Health Plan,Presbyterian Health Plan,Presbyterian Healthcare Services,3,4,5,3,4,3,5,4,5,5,5,2,3,4,4,3,4,3,4,2,3,2,1,2,3,3,2,2,5,5,1,4,4,3,4,5,2,5,5,5,1,2,5,4,3,3,4,2
H3206,Local CCP,"Presbyterian Insurance Company, Inc.","Presbyterian Insurance Company, Inc.",Presbyterian Healthcare Services,3,3,4,2,3,2,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,3,3,2,2,2,3,3,1,3,2,1,2,3,1,1,2,3,4,1,4,4,3,4,5,Not enough data available,3,4,2,1,1,5,2,2,3,4,1
H3219,Local CCP,Allina Health And Aetna Insurance Company,Allina Health Aetna Medicare,ALLINA HEALTH AND AETNA INSURANCE COMPANY,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H3227,Local CCP,"Kalos Health, Inc.",Kalos Health Plan,ErieNiagara MLTC,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,1,2,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H3237,Demo,"Health Net Community Solutions, Inc.",Health Net Cal MediConnect Medicare Medicaid Plan,Centene Corporation,No data available,No data available,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,No data available,No data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,No data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,No data available,Not enough data available,No data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,No data available,No data available,No data available,No data available,No data available,No data available
H3239,Local CCP,"Aetna Better Health, Inc. (la)",Coventry Health Care,Aetna Inc.,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H3240,Local CCP,"Amerigroup New Jersey, Inc.",Amerigroup Community Care,Anthem Inc.,3,3,2,3,2,4,5,1,5,5,4,2,4,5,3,3,1,5,2,3,3,3,3,3,3,3,4,3,3,3,3,3,4,5,5,4,Not enough data available,3,3,5,5,3,5,4,2,2,4,3
H3251,Local CCP,Health Care Service Corporation,Blue Cross and Blue Shield of New Mexico,Health Care Service Corporation,3,3,4,5,3,2,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,2,2,3,3,2,3,3,3,1,4,3,1,2,1,1,1,1,4,4,3,2,2,5,5,5,Not enough data available,4,4,3,1,1,4,2,2,3,2,2
H3259,Local CCP,Volunteer State Health Plan,BlueCare Plus Tennessee,BlueCross BlueShield of Tennessee,2,2,1,3,3,1,4,2,5,2,3,4,4,3,3,3,1,5,2,3,2,3,5,4,5,5,5,4,4,3,4,5,3,5,5,4,1,4,3,2,5,5,4,2,1,2,3,2
H3276,Local CCP,"Connecticare Insurance Company, Inc.",ConnectiCare,"EmblemHealth, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H3291,Local CCP,"Pruitthealth Premier, Inc.",PruittHealth Premier (HMO SNP),"UNICO Premier, LLC",Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,4,2,5,1,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,4,4,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,4,No data available,4,4,5,5
H3293,Local CCP,"Mmm Of Florida, Inc.","MMM of Florida, Inc.",InnovaCare Inc.,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H3305,Local CCP,"Mvp Health Plan, Inc.",MVP HEALTH CARE,"MVP Health Care, Inc.",4,4,5,4,4,3,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,1,5,4,5,4,3,3,4,3,2,4,5,5,4,5,5,4,5,5,3,5,4,5,5,4,4,5,5,5,5,5,5,5,5,4,1,4
H3307,Local CCP,"Oxford Health Plans (ny), Inc.",UnitedHealthcare,"UnitedHealth Group, Inc.",3,4,2,4,3,3,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,2,4,4,4,2,3,4,3,1,3,3,2,1,1,1,1,1,3,3,2,5,4,5,5,5,5,3,3,4,1,1,5,4,3,3,3,3
H3312,Local CCP,Aetna Health Inc. (ny),Aetna Medicare,Aetna Inc.,3,3,4,2,3,2,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,3,3,4,4,5,2,3,5,5,3,3,4,2,1,3,1,3,4,3,2,5,5,5,5,5,Not enough data available,4,3,5,1,2,5,3,3,3,3,3
H3328,Local CCP,"The New York State Catholic Health Plan, Inc.",Fidelis Legacy Plan,"The New York State Catholic Health Plan, Inc.",3,3,2,4,2,2,5,4,4,3,3,4,3,4,4,5,4,4,3,4,2,3,1,2,1,3,1,3,3,3,3,2,2,1,2,5,4,3,3,5,2,2,5,3,2,2,4,3
H3330,Local CCP,Health Insurance Plan Of Greater New York,EmblemHealth Medicare HMO,"EmblemHealth, Inc.",4,4,3,2,4,3,5,3,4,3,3,3,5,5,4,4,3,4,3,3,3,3,1,1,1,1,1,1,4,5,1,4,4,5,4,5,5,4,5,5,2,3,5,3,2,3,3,3
H3335,Local CCP,"Excellus Health Plan, Inc.","Excellus Health Plan, Inc","Lifetime Healthcare, Inc.",4,4,5,2,5,2,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,1,4,5,4,4,4,2,4,3,3,4,4,4,4,4,4,3,5,5,3,5,4,5,4,5,5,5,5,5,3,5,5,5,5,4,2,3
H3342,Local CCP,"Empire Healthchoice Assurance, Inc.",Empire BlueCross BlueShield,Anthem Inc.,4,3,4,Not enough data available,Not enough data available,3,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,2,4,3,4,3,3,3,3,2,2,4,4,4,3,5,4,4,3,5,5,Not enough data available,Not enough data available,5,5,4,Not enough data available,3,5,5,4,4,5,5,4,4,2,4
H3344,Local CCP,Independent Health Benefits Corporation,Independent Health,"Independent Health Association, Inc.",5,4,5,4,4,4,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,5,5,5,5,2,3,4,4,3,5,4,4,4,4,5,3,5,5,3,4,4,4,4,3,Not enough data available,5,5,3,5,5,5,5,5,4,2,3
H3347,Local CCP,"Elderplan, Inc.",Elderplan,"Elderplan, Inc.",2,1,1,3,3,3,2,5,3,5,4,1,3,4,2,1,2,5,3,1,3,2,2,1,1,Not enough data available,1,3,4,2,5,4,2,4,5,5,Not enough data available,4,2,5,1,1,5,3,1,2,3,3
H3351,Local CCP,"Excellus Health Plan, Inc.","Excellus Health Plan, Inc","Lifetime Healthcare, Inc.",5,4,5,2,5,3,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,2,4,4,5,5,3,2,4,3,3,5,5,5,5,4,4,4,5,5,4,5,4,5,4,5,4,5,5,5,4,5,4,5,5,4,2,4
H3359,Local CCP,"Healthfirst Health Plan, Inc.",Healthfirst Medicare Plan,"Healthfirst, Inc.",4,4,3,1,5,4,5,2,4,3,4,4,5,5,3,3,3,5,4,3,2,4,2,1,2,3,4,2,5,4,4,5,5,5,5,5,4,5,4,5,4,3,5,4,2,2,2,5
H3362,Local CCP,"Independent Health Association, Inc.",Independent Health,"Independent Health Association, Inc.",4,4,4,5,4,2,5,5,5,5,5,1,5,4,5,5,3,2,4,4,3,4,5,5,4,4,4,4,5,5,4,5,4,4,4,3,3,5,5,5,3,5,5,5,5,4,2,3
H3379,Local CCP,"Unitedhealthcare Of New York, Inc.",UnitedHealthcare,"UnitedHealth Group, Inc.",2,3,2,5,2,2,4,5,5,5,5,2,4,5,4,2,2,3,Not enough data available,1,3,3,1,1,3,2,1,1,4,4,5,5,4,5,5,5,Not enough data available,4,4,4,1,2,5,4,3,3,5,2
