sex,sex_orientation,race,edu,coverage,citizen,income_sqrt
Male,Straight,White,Bachelor's degree,Covered,US Citizen,360.5551275463989
Female,Straight,White,Bachelor's degree,Covered,US Citizen,353.5533905932738
Male,Straight,White,Bachelor's degree,Covered,US Citizen,200
Male,Straight,White,Professional school degree,Covered,US Citizen,469.041575982343
Male,Straight,White,Less than a high school diploma,Covered,US Citizen,313.3081550167502
Female,Straight,White,Bachelor's degree,Covered,US Citizen,469.041575982343
Female,Bisexual,Hispanic,Bachelor's degree,Covered,US Citizen,173.20508075688772
Female,Straight,White,High school graduate,Covered,US Citizen,128.87590930814028
Female,Straight,Hispanic,"Some college, no degree",Covered,US Citizen,173.20508075688772
Female,Straight,White,High school graduate,Covered,US Citizen,183.8912722235615
Male,Straight,White,Associate degree,Covered,US Citizen,387.2983346207417
Female,Straight,White,Master's degree,Covered,US Citizen,273.8612787525831
Female,Straight,White,Bachelor's degree,Covered,US Citizen,254.95097567963924
Female,Straight,White,Bachelor's degree,Covered,US Citizen,212.13203435596427
Male,Straight,White,Associate degree,Covered,US Citizen,95.91663046625439
Female,Straight,White,Bachelor's degree,Covered,Non-US Citizen,86.60254037844386
Male,Straight,White,"Some college, no degree",Covered,US Citizen,244.94897427831782
Female,Straight,Asian,Bachelor's degree,Covered,Non-US Citizen,316.22776601683796
Female,Straight,Hispanic,Associate degree,Covered,US Citizen,222.9618801499485
Female,Straight,Asian,Professional school degree,Covered,US Citizen,469.041575982343
Female,Straight,Hispanic,Less than a high school diploma,Covered,Non-US Citizen,300
Female,Straight,Hispanic,High school graduate,Covered,US Citizen,346.41016151377545
Male,Straight,Hispanic,Less than a high school diploma,Not covered,Non-US Citizen,134.16407864998737
Male,Straight,Hispanic,Less than a high school diploma,Covered,US Citizen,286.5711081040795
Female,Straight,Asian,Bachelor's degree,Covered,US Citizen,353.5533905932738
Female,Straight,Asian,Bachelor's degree,Covered,US Citizen,234.97233879756996
Female,Straight,Asian,High school graduate,Covered,US Citizen,189.73665961010275
Female,Straight,Asian,Bachelor's degree,Covered,US Citizen,387.2983346207417
Male,Straight,White,Bachelor's degree,Covered,US Citizen,270.1258965741715
Female,Straight,Asian,Bachelor's degree,Covered,US Citizen,360.5551275463989
Female,Straight,Hispanic,Less than a high school diploma,Not covered,Non-US Citizen,100
Female,Straight,Hispanic,Less than a high school diploma,Covered,US Citizen,255.8476108936724
Male,Straight,Hispanic,"Some college, no degree",Covered,US Citizen,300
Male,Straight,Asian,GED or equivalent,Covered,US Citizen,197.48417658131498
Female,Straight,Hispanic,Associate degree,Covered,US Citizen,412.31056256176606
Male,Straight,White,"Some college, no degree",Covered,US Citizen,176.0681686165901
Male,Straight,Hispanic,"Some college, no degree",Covered,US Citizen,360.5551275463989
Female,Straight,Hispanic,Master's degree,Covered,US Citizen,447.21359549995793
Male,Straight,Hispanic,"Some college, no degree",Covered,US Citizen,469.041575982343
Female,Straight,Hispanic,Less than a high school diploma,Covered,US Citizen,134.16407864998737
Male,Straight,White,Associate degree,Covered,US Citizen,199.6722314193939
Female,Straight,Hispanic,High school graduate,Covered,Non-US Citizen,144.9137674618944
Female,Straight,Hispanic,Less than a high school diploma,Covered,US Citizen,387.2983346207417
Male,Straight,Black/African American,Associate degree,Covered,US Citizen,197.48417658131498
Male,Straight,Asian,High school graduate,Covered,US Citizen,246.9817807045694
Male,Straight,White,"Some college, no degree",Covered,US Citizen,331.66247903554
Male,Straight,Asian,"Some college, no degree",Covered,Non-US Citizen,300
Male,Straight,White,Associate degree,Covered,US Citizen,181.6590212458495
Male,Straight,Asian,Master's degree,Covered,US Citizen,346.41016151377545
Female,Straight,Asian,Associate degree,Covered,US Citizen,363.318042491699
Male,Gay/Lesbian,White,Master's degree,Covered,US Citizen,258.8435821108957
Female,Straight,White,Bachelor's degree,Covered,US Citizen,389.22487073669896
Male,Straight,White,Professional school degree,Covered,US Citizen,469.041575982343
Male,Straight,White,Master's degree,Covered,US Citizen,458.257569495584
Male,Straight,White,Bachelor's degree,Covered,US Citizen,187.08286933869707
Male,Straight,White,High school graduate,Covered,US Citizen,412.31056256176606
Female,Straight,White,Associate degree,Covered,US Citizen,282.842712474619
Male,Straight,White,Bachelor's degree,Covered,US Citizen,469.041575982343
Male,Straight,White,Bachelor's degree,Covered,US Citizen,387.2983346207417
Female,Straight,White,"Some college, no degree",Covered,US Citizen,275.7426336278088
Male,Straight,White,Bachelor's degree,Covered,US Citizen,469.041575982343
Male,Straight,White,Bachelor's degree,Covered,US Citizen,374.16573867739413
Female,Straight,White,Associate degree,Covered,US Citizen,178.88543819998318
Female,Straight,Hispanic,Less than a high school diploma,Covered,US Citizen,234.9468024894146
Male,Straight,Hispanic,High school graduate,Covered,US Citizen,313.04951684997053
Female,Straight,White,"Some college, no degree",Covered,US Citizen,223.60679774997897
Female,Straight,White,High school graduate,Covered,US Citizen,160.34649980588912
Male,Straight,White,Bachelor's degree,Covered,US Citizen,173.20508075688772
Female,Straight,Hispanic,High school graduate,Covered,US Citizen,187.08286933869707
Female,Straight,White,High school graduate,Covered,US Citizen,100
Male,Straight,Hispanic,"Some college, no degree",Covered,US Citizen,173.20508075688772
Male,Straight,Hispanic,High school graduate,Covered,Non-US Citizen,158.11388300841898
Female,Straight,Hispanic,High school graduate,Covered,Non-US Citizen,178.88543819998318
Male,Straight,Hispanic,High school graduate,Covered,US Citizen,38.72983346207417
Male,Straight,White,Bachelor's degree,Covered,US Citizen,331.66247903554
Male,Gay/Lesbian,Asian,Bachelor's degree,Covered,US Citizen,304.9590136395381
Male,Straight,Hispanic,High school graduate,Covered,US Citizen,424.26406871192853
Male,Straight,White,High school graduate,Covered,US Citizen,200
Female,Straight,Hispanic,Bachelor's degree,Covered,US Citizen,264.5751311064591
Female,Straight,Hispanic,High school graduate,Covered,US Citizen,200
Male,Straight,Asian,High school graduate,Covered,Non-US Citizen,148.32396974191326
Female,Straight,Asian,Associate degree,Not covered,Non-US Citizen,122.47448713915891
Female,Straight,Asian,Less than a high school diploma,Covered,US Citizen,106.86440005914037
Male,Straight,Hispanic,Less than a high school diploma,Covered,US Citizen,173.20508075688772
Male,Straight,Asian,Associate degree,Covered,Non-US Citizen,223.60679774997897
Female,Straight,Asian,Less than a high school diploma,Covered,US Citizen,102.35233265539189
Male,Straight,White,Master's degree,Covered,US Citizen,288.09720581775866
Male,Straight,White,Professional school degree,Covered,US Citizen,316.22776601683796
Female,Straight,White,Master's degree,Covered,US Citizen,291.547594742265
Female,Straight,Asian,"Some college, no degree",Covered,US Citizen,400
Male,Gay/Lesbian,Asian,Bachelor's degree,Covered,Non-US Citizen,102.46950765959599
Male,Straight,White,High school graduate,Covered,US Citizen,244.94897427831782
Female,Straight,White,Bachelor's degree,Covered,US Citizen,420.7136793592526
Female,Straight,White,High school graduate,Covered,US Citizen,406.201920231798
Male,Straight,White,Bachelor's degree,Covered,US Citizen,273.8612787525831
Male,Straight,White,Bachelor's degree,Covered,US Citizen,400
Female,Straight,White,Bachelor's degree,Covered,US Citizen,279.28480087537883
Female,Straight,White,Bachelor's degree,Covered,US Citizen,469.041575982343
Male,Straight,White,"Some college, no degree",Covered,US Citizen,421.90046219457975
Female,Straight,White,Bachelor's degree,Covered,US Citizen,370.1351104664349
Female,Straight,Black/African American,Associate degree,Covered,US Citizen,200
Female,Straight,Hispanic,Less than a high school diploma,Covered,Non-US Citizen,168.4606779043703
Female,Straight,Hispanic,"Some college, no degree",Covered,US Citizen,248.99799195977465
Male,Straight,Hispanic,Less than a high school diploma,Covered,Non-US Citizen,158.18343781824947
Female,Straight,White,Bachelor's degree,Covered,US Citizen,469.041575982343
Female,Straight,White,Associate degree,Not covered,US Citizen,0
Male,Straight,Hispanic,High school graduate,Covered,US Citizen,187.08286933869707
Male,Straight,Asian,Bachelor's degree,Covered,US Citizen,248.99799195977465
Female,Straight,Asian,"Some college, no degree",Covered,US Citizen,279.28480087537883
Female,Straight,White,Bachelor's degree,Covered,US Citizen,387.2983346207417
Female,Straight,White,Master's degree,Covered,US Citizen,447.21359549995793
Female,Straight,White,High school graduate,Covered,US Citizen,234.5207879911715
Male,Straight,White,High school graduate,Covered,US Citizen,316.22776601683796
Female,Straight,White,"Some college, no degree",Covered,US Citizen,219.08902300206645
Male,Straight,White,Associate degree,Covered,Non-US Citizen,127.18097341976905
Male,Straight,Hispanic,Less than a high school diploma,Covered,US Citizen,114.09206808538444
Male,Straight,White,"Some college, no degree",Covered,US Citizen,223.60679774997897
Male,Straight,White,Master's degree,Covered,Non-US Citizen,282.842712474619
Female,Straight,White,High school graduate,Covered,US Citizen,346.41016151377545
Female,Straight,White,Master's degree,Covered,US Citizen,469.041575982343
Female,Straight,Hispanic,Professional school degree,Covered,US Citizen,300
Male,Straight,White,Associate degree,Covered,US Citizen,173.20508075688772
Male,Straight,Hispanic,Less than a high school diploma,Not covered,Non-US Citizen,223.60679774997897
Female,Straight,White,Bachelor's degree,Covered,US Citizen,308.2207001484488
Male,Straight,Black/African American,Less than a high school diploma,Covered,US Citizen,154.91933384829667
Female,Bisexual,White,"Some college, no degree",Covered,US Citizen,219.08902300206645
Female,Straight,Black/African American,High school graduate,Covered,US Citizen,97.97958971132712
Male,Straight,White,Associate degree,Covered,US Citizen,173.20508075688772
Male,Straight,Black/African American,"Some college, no degree",Covered,US Citizen,387.2983346207417
Female,Straight,White,Master's degree,Covered,US Citizen,300
Female,Straight,Hispanic,"Some college, no degree",Not covered,Non-US Citizen,161.83942659315127
Male,Straight,Hispanic,Bachelor's degree,Covered,US Citizen,387.2983346207417
Female,Straight,Hispanic,Associate degree,Covered,US Citizen,331.66247903554
Male,Straight,White,Master's degree,Covered,US Citizen,469.041575982343
Female,Straight,White,"Some college, no degree",Covered,US Citizen,389.90511666301586
Female,Straight,White,Associate degree,Covered,US Citizen,158.11388300841898
Female,Straight,Hispanic,Associate degree,Covered,US Citizen,264.5751311064591
Female,Straight,White,High school graduate,Covered,US Citizen,107.70329614269008
Female,Straight,White,Master's degree,Not covered,US Citizen,219.08902300206645
Female,Straight,White,High school graduate,Covered,US Citizen,291.547594742265
Female,Straight,White,Bachelor's degree,Covered,US Citizen,219.08902300206645
Female,Straight,Hispanic,High school graduate,Covered,Non-US Citizen,173.20508075688772
Female,Straight,Black/African American,Less than a high school diploma,Covered,US Citizen,94.86832980505137
Male,Straight,Hispanic,"Some college, no degree",Covered,US Citizen,316.22776601683796
Male,Straight,Black/African American,"Some college, no degree",Covered,US Citizen,234.5207879911715
Female,Straight,White,Associate degree,Covered,US Citizen,264.5751311064591
Male,Gay/Lesbian,White,Bachelor's degree,Covered,US Citizen,100
Female,Straight,White,High school graduate,Covered,US Citizen,223.60679774997897
Female,Straight,White,Bachelor's degree,Covered,US Citizen,387.2983346207417
Male,Gay/Lesbian,White,"Some college, no degree",Covered,US Citizen,374.16573867739413
Female,Straight,White,Bachelor's degree,Covered,US Citizen,469.041575982343
Female,Straight,White,"Some college, no degree",Covered,US Citizen,424.26406871192853
Female,Straight,White,Master's degree,Covered,US Citizen,300
Male,Straight,Hispanic,"Some college, no degree",Covered,US Citizen,161.24515496597098
Male,Straight,Hispanic,"Some college, no degree",Covered,US Citizen,282.842712474619
Female,Straight,Hispanic,Associate degree,Covered,US Citizen,141.4213562373095
Male,Straight,Hispanic,Bachelor's degree,Covered,Non-US Citizen,187.08286933869707
Male,Straight,Hispanic,Bachelor's degree,Covered,US Citizen,126.49110640673517
Male,Straight,White,Less than a high school diploma,Covered,US Citizen,123.69316876852982
Female,Straight,Hispanic,Associate degree,Covered,US Citizen,158.11388300841898
Male,Straight,Asian,Master's degree,Covered,US Citizen,200
Male,Straight,Asian,Associate degree,Covered,US Citizen,268.32815729997475
Female,Straight,White,"Some college, no degree",Covered,US Citizen,173.20508075688772
Male,Straight,White,Bachelor's degree,Covered,US Citizen,469.041575982343
Female,Straight,White,Master's degree,Covered,US Citizen,458.257569495584
Female,Straight,White,Doctoral degree,Covered,US Citizen,469.041575982343
Female,Straight,White,Associate degree,Covered,US Citizen,300
Male,Straight,Hispanic,"Some college, no degree",Covered,US Citizen,291.547594742265
Female,Straight,American Indian and Alaska Native,Associate degree,Covered,US Citizen,161.24515496597098
Female,Straight,White,High school graduate,Covered,US Citizen,144.9137674618944
Female,Straight,White,Bachelor's degree,Covered,US Citizen,282.842712474619
Female,Straight,White,Master's degree,Covered,US Citizen,412.31056256176606
Male,Gay/Lesbian,Asian,Bachelor's degree,Covered,US Citizen,300
Female,Straight,White,Bachelor's degree,Covered,Non-US Citizen,274.69801601030906
Male,Straight,White,Master's degree,Covered,US Citizen,469.041575982343
Male,Straight,White,Professional school degree,Covered,US Citizen,316.22776601683796
Female,Straight,Asian,"Some college, no degree",Covered,US Citizen,248.99799195977465
Male,Straight,White,"Some college, no degree",Covered,US Citizen,346.41016151377545
Female,Straight,Black/African American,"Some college, no degree",Covered,US Citizen,200
Female,Straight,Hispanic,"Some college, no degree",Covered,US Citizen,236.64319132398464
Male,Straight,Black/African American,"Some college, no degree",Covered,US Citizen,250.99800796022265
Female,Straight,White,Bachelor's degree,Covered,US Citizen,214.47610589527216
Female,Straight,White,Less than a high school diploma,Covered,US Citizen,164.31676725154983
Female,Straight,Hispanic,Less than a high school diploma,Not covered,Non-US Citizen,279.28480087537883
Female,Straight,Asian,Bachelor's degree,Covered,Non-US Citizen,469.041575982343
Female,Straight,Asian,Professional school degree,Covered,US Citizen,412.31056256176606
Male,Straight,Asian,Bachelor's degree,Covered,US Citizen,200
Female,Straight,Hispanic,High school graduate,Covered,US Citizen,331.66247903554
Female,Straight,Black/African American,"Some college, no degree",Covered,Non-US Citizen,353.5533905932738
Female,Straight,White,Bachelor's degree,Covered,US Citizen,386.00518131237567
Male,Straight,White,Master's degree,Covered,US Citizen,209.76176963403032
Male,Straight,Asian,Doctoral degree,Covered,Non-US Citizen,331.66247903554
Male,Straight,Asian,Master's degree,Covered,Non-US Citizen,319.89842137778675
Female,Straight,Asian,Master's degree,Covered,Non-US Citizen,346.41016151377545
Female,Straight,Asian,Master's degree,Covered,Non-US Citizen,469.041575982343
Male,Straight,Asian,Bachelor's degree,Covered,Non-US Citizen,316.22776601683796
Female,Straight,Hispanic,Bachelor's degree,Covered,US Citizen,313.04951684997053
Female,Straight,Hispanic,"Some college, no degree",Covered,US Citizen,316.22776601683796
Female,Straight,White,High school graduate,Covered,US Citizen,126.49110640673517
Male,Straight,Hispanic,Bachelor's degree,Covered,US Citizen,469.041575982343
Female,Straight,White,Bachelor's degree,Covered,US Citizen,274.2225373670078
Female,Straight,Hispanic,"Some college, no degree",Covered,US Citizen,264.5751311064591
Male,Straight,Black/African American,High school graduate,Covered,US Citizen,346.41016151377545
Female,Straight,Asian,Master's degree,Covered,Non-US Citizen,430.11626335213134
Female,Straight,Asian,"Some college, no degree",Covered,US Citizen,293.2575659723036
Female,Straight,Black/African American,High school graduate,Covered,US Citizen,331.66247903554
Female,Straight,White,Master's degree,Covered,US Citizen,204.93901531919198
Male,Straight,White,Bachelor's degree,Covered,US Citizen,435.88989435406734
Female,Gay/Lesbian,White,Associate degree,Covered,US Citizen,173.20508075688772
Female,Bisexual,White,High school graduate,Covered,Non-US Citizen,223.60679774997897
Male,Straight,Hispanic,High school graduate,Covered,US Citizen,282.842712474619
Male,Straight,White,High school graduate,Covered,US Citizen,469.041575982343
Female,Straight,Hispanic,Associate degree,Covered,US Citizen,316.22776601683796
Female,Straight,White,High school graduate,Covered,US Citizen,251.99206336708306
Male,Straight,White,"Some college, no degree",Covered,US Citizen,320.0421847194523
Male,Straight,White,"Some college, no degree",Covered,US Citizen,132.13629327327143
Female,Straight,White,High school graduate,Covered,US Citizen,282.842712474619
Male,Straight,White,"Some college, no degree",Covered,US Citizen,173.78147196982766
Female,Straight,White,Less than a high school diploma,Covered,Non-US Citizen,122.47448713915891
Male,Straight,Hispanic,Less than a high school diploma,Covered,Non-US Citizen,278.69158580768095
Female,Straight,White,Bachelor's degree,Covered,US Citizen,246.16864138228493
Female,Straight,Hispanic,Less than a high school diploma,Covered,US Citizen,173.20508075688772
Female,Straight,Hispanic,GED or equivalent,Covered,US Citizen,130.38404810405297
Female,Bisexual,White,"Some college, no degree",Covered,US Citizen,346.41016151377545
Female,Straight,White,Bachelor's degree,Covered,US Citizen,447.21359549995793
Female,Straight,White,"Some college, no degree",Covered,US Citizen,447.21359549995793
Male,Straight,Asian,Less than a high school diploma,Covered,US Citizen,173.20508075688772
Male,Straight,White,Doctoral degree,Covered,US Citizen,469.041575982343
Female,Straight,White,"Some college, no degree",Covered,US Citizen,206.09706451087555
Male,Straight,White,"Some college, no degree",Covered,US Citizen,273.8612787525831
Male,Straight,Hispanic,Less than a high school diploma,Not covered,Non-US Citizen,194.93588689617928
Male,Straight,White,Professional school degree,Covered,US Citizen,244.94897427831782
Male,Straight,White,High school graduate,Covered,US Citizen,63.245553203367585
Female,Straight,Asian,Master's degree,Covered,US Citizen,447.21359549995793
Male,Straight,Hispanic,"Some college, no degree",Not covered,Non-US Citizen,200
Male,Straight,Hispanic,High school graduate,Covered,US Citizen,207.3644135332772
Female,Straight,White,Bachelor's degree,Covered,US Citizen,282.842712474619
Male,Straight,White,High school graduate,Covered,US Citizen,223.60679774997897
Male,Straight,White,"Some college, no degree",Covered,US Citizen,133.9328189802634
Female,Straight,White,High school graduate,Covered,US Citizen,316.22776601683796
Male,Straight,Hispanic,Less than a high school diploma,Not covered,Non-US Citizen,173.20508075688772
Female,Straight,White,Master's degree,Covered,US Citizen,317.7876649588527
Male,Straight,White,Doctoral degree,Covered,US Citizen,447.21359549995793
Male,Straight,Black/African American,Doctoral degree,Covered,US Citizen,469.041575982343
Female,Straight,White,GED or equivalent,Covered,US Citizen,109.54451150103323
Female,Straight,White,Bachelor's degree,Covered,US Citizen,359.1656999213594
Male,Straight,White,"Some college, no degree",Covered,US Citizen,367.4234614174767
Female,Straight,White,High school graduate,Covered,US Citizen,126.49110640673517
Male,Straight,White,"Some college, no degree",Not covered,US Citizen,244.94897427831782
Male,Straight,White,Bachelor's degree,Covered,US Citizen,300
Female,Straight,White,GED or equivalent,Covered,Non-US Citizen,94.86832980505137
Male,Straight,White,Professional school degree,Covered,US Citizen,158.11388300841898
Female,Straight,White,"Some college, no degree",Covered,US Citizen,262.67851073127395
Female,Straight,White,High school graduate,Covered,US Citizen,164.31676725154983
Male,Something else,White,High school graduate,Covered,US Citizen,120.49896265113655
Male,Straight,White,"Some college, no degree",Not covered,US Citizen,228.0350850198276
Female,Straight,Hispanic,Never attended/kindergarten only,Covered,Non-US Citizen,148.32396974191326
Female,Straight,White,Bachelor's degree,Covered,US Citizen,321.973601402351
Female,Straight,White,High school graduate,Not covered,US Citizen,200
Female,Straight,White,"Some college, no degree",Not covered,US Citizen,219.08902300206645
Female,Straight,White,"Some college, no degree",Covered,US Citizen,282.842712474619
Male,Straight,Hispanic,Bachelor's degree,Covered,US Citizen,316.22776601683796
Male,Straight,White,"Some college, no degree",Covered,US Citizen,70.71067811865476
Female,Gay/Lesbian,White,Associate degree,Covered,US Citizen,200
Male,Straight,White,Associate degree,Covered,US Citizen,180.27756377319946
Female,Bisexual,White,Associate degree,Covered,US Citizen,0
Male,Straight,White,GED or equivalent,Covered,US Citizen,228.0350850198276
Male,Straight,White,Less than a high school diploma,Not covered,US Citizen,200
Male,Straight,White,Master's degree,Covered,US Citizen,387.2983346207417
Female,Straight,White,Bachelor's degree,Covered,US Citizen,200
Female,Straight,White,Bachelor's degree,Covered,US Citizen,353.5533905932738
Male,Straight,White,High school graduate,Covered,US Citizen,387.2983346207417
Female,Straight,White,"Some college, no degree",Covered,US Citizen,316.22776601683796
Female,Straight,White,Doctoral degree,Covered,US Citizen,274.7780922853931
Male,Straight,White,Associate degree,Covered,US Citizen,240.0249986980523
Male,Straight,White,Bachelor's degree,Covered,US Citizen,277.7516876636396
Female,Straight,White,Associate degree,Covered,US Citizen,148.32396974191326
Male,Straight,White,"Some college, no degree",Not covered,US Citizen,200
Female,Straight,White,"Some college, no degree",Covered,US Citizen,134.16407864998737
Male,Bisexual,White,"Some college, no degree",Covered,US Citizen,324.037034920393
Male,Straight,White,Less than a high school diploma,Covered,US Citizen,202.48456731316588
Male,Straight,White,Bachelor's degree,Covered,Non-US Citizen,418.33001326703777
Male,Straight,White,Bachelor's degree,Covered,US Citizen,469.041575982343
Female,Straight,White,Master's degree,Covered,US Citizen,386.1100879283006
Female,Straight,White,Bachelor's degree,Covered,US Citizen,469.041575982343
Female,Straight,White,Bachelor's degree,Covered,US Citizen,187.08286933869707
Male,Straight,White,Professional school degree,Covered,US Citizen,469.041575982343
Female,Straight,White,Master's degree,Covered,US Citizen,273.8612787525831
Female,Straight,White,Master's degree,Covered,US Citizen,336.1547262794322
Female,Straight,White,Master's degree,Covered,US Citizen,244.94897427831782
Male,Straight,White,Master's degree,Covered,US Citizen,308.2207001484488
Male,Straight,Hispanic,Bachelor's degree,Covered,US Citizen,273.8612787525831
Male,Straight,White,High school graduate,Not covered,US Citizen,223.60679774997897
Male,Straight,White,Less than a high school diploma,Covered,US Citizen,158.11388300841898
Male,Straight,White,GED or equivalent,Covered,US Citizen,300
Male,Straight,White,High school graduate,Covered,US Citizen,387.2983346207417
Female,Straight,Asian,Bachelor's degree,Covered,US Citizen,282.27823153760903
Male,Bisexual,White,Associate degree,Covered,US Citizen,346.41016151377545
Female,Straight,White,High school graduate,Covered,US Citizen,223.60679774997897
Male,Straight,Asian,Associate degree,Covered,US Citizen,316.22776601683796
Male,Straight,White,"Some college, no degree",Covered,US Citizen,232.379000772445
Male,Straight,White,Bachelor's degree,Covered,US Citizen,353.5533905932738
Male,Straight,White,Associate degree,Covered,US Citizen,282.842712474619
Female,Straight,White,Associate degree,Covered,US Citizen,200
Male,Straight,White,"Some college, no degree",Covered,US Citizen,223.60679774997897
Female,Straight,White,High school graduate,Covered,US Citizen,230.21728866442677
Male,Straight,Black/African American,Less than a high school diploma,Covered,US Citizen,78.74007874011811
Male,Straight,White,Less than a high school diploma,Covered,US Citizen,94.86832980505137
Male,Straight,White,High school graduate,Covered,US Citizen,316.3953223421611
Male,Straight,White,Doctoral degree,Covered,US Citizen,173.20508075688772
Male,Straight,Black/African American,Bachelor's degree,Covered,US Citizen,273.8612787525831
Female,Straight,Black/African American,High school graduate,Covered,US Citizen,223.60679774997897
Female,Straight,White,GED or equivalent,Not covered,US Citizen,104.88088481701516
Female,Straight,Black/African American,GED or equivalent,Covered,US Citizen,234.5207879911715
Female,Straight,White,High school graduate,Covered,US Citizen,158.11388300841898
Female,Straight,White,Bachelor's degree,Covered,US Citizen,406.201920231798
Male,Straight,White,Bachelor's degree,Covered,US Citizen,223.60679774997897
Female,Straight,White,Bachelor's degree,Covered,US Citizen,447.21359549995793
Female,Straight,White,Bachelor's degree,Covered,US Citizen,424.26406871192853
Female,Straight,White,Bachelor's degree,Covered,US Citizen,424.26406871192853
Male,Straight,White,"Some college, no degree",Not covered,US Citizen,353.5533905932738
Female,Straight,White,High school graduate,Covered,US Citizen,223.60679774997897
Female,Straight,White,"Some college, no degree",Covered,US Citizen,255.3429066960741
Female,Straight,White,Associate degree,Covered,US Citizen,223.60679774997897
Female,Straight,Black/African American,Less than a high school diploma,Covered,US Citizen,178.88543819998318
Female,Straight,Asian,Doctoral degree,Covered,US Citizen,469.041575982343
Female,Straight,Black/African American,Master's degree,Covered,US Citizen,189.73665961010275
Female,Straight,Black/African American,High school graduate,Covered,US Citizen,184.39088914585776
Male,Gay/Lesbian,White,Bachelor's degree,Covered,US Citizen,393.70039370059055
Male,Gay/Lesbian,Black/African American,Bachelor's degree,Covered,US Citizen,244.94897427831782
Male,Straight,White,Bachelor's degree,Covered,US Citizen,469.041575982343
Male,Straight,White,Master's degree,Covered,US Citizen,316.22776601683796
Female,Straight,White,Bachelor's degree,Covered,US Citizen,447.21359549995793
Male,Straight,White,Bachelor's degree,Covered,US Citizen,242.8991560298224
Female,Straight,Black/African American,"Some college, no degree",Covered,US Citizen,244.94897427831782
Male,Straight,Black/African American,Bachelor's degree,Not covered,US Citizen,316.22776601683796
Female,Straight,Black/African American,Bachelor's degree,Covered,US Citizen,374.16573867739413
Female,Straight,Black/African American,Less than a high school diploma,Covered,US Citizen,141.4213562373095
Male,Straight,Black/African American,"Some college, no degree",Covered,US Citizen,114.0175425099138
Female,Straight,Black/African American,High school graduate,Covered,US Citizen,178.88543819998318
Male,Straight,White,Bachelor's degree,Covered,Non-US Citizen,244.94897427831782
Female,Straight,Black/African American,Master's degree,Covered,US Citizen,316.22776601683796
Male,Straight,White,Bachelor's degree,Covered,US Citizen,223.60679774997897
Female,Straight,Hispanic,Master's degree,Covered,Non-US Citizen,316.22776601683796
Female,Straight,White,Bachelor's degree,Covered,US Citizen,346.41016151377545
Male,Straight,White,Master's degree,Covered,US Citizen,316.22776601683796
Male,Straight,White,Associate degree,Covered,US Citizen,200
Female,Straight,White,Associate degree,Covered,US Citizen,331.66247903554
Female,Straight,White,Associate degree,Covered,US Citizen,387.2983346207417
Female,Straight,Hispanic,Associate degree,Covered,US Citizen,316.22776601683796
Female,Straight,Asian,Doctoral degree,Covered,Non-US Citizen,360.5551275463989
Female,Straight,White,Bachelor's degree,Covered,US Citizen,282.842712474619
Male,Straight,Hispanic,Associate degree,Covered,US Citizen,223.60679774997897
Female,Straight,Black/African American,Master's degree,Covered,US Citizen,264.5751311064591
Female,Straight,Hispanic,Bachelor's degree,Covered,US Citizen,316.55173352866035
Female,Gay/Lesbian,Hispanic,"Some college, no degree",Not covered,US Citizen,278.4582553992609
Female,Straight,Hispanic,High school graduate,Covered,Non-US Citizen,167.33200530681512
Male,Straight,Black/African American,High school graduate,Covered,US Citizen,178.88543819998318
Female,Straight,Hispanic,High school graduate,Covered,US Citizen,157.94619336976754
Female,Straight,White,Master's degree,Covered,US Citizen,282.842712474619
Male,Straight,White,High school graduate,Covered,US Citizen,192.35384061671346
Female,Straight,White,"Some college, no degree",Covered,US Citizen,141.4213562373095
Male,Straight,Black/African American,"Some college, no degree",Covered,US Citizen,469.041575982343
Female,Straight,White,Master's degree,Covered,US Citizen,173.20508075688772
Female,Straight,White,Master's degree,Covered,US Citizen,300
Male,Straight,Black/African American,High school graduate,Not covered,US Citizen,264.5751311064591
Male,Straight,White,"Some college, no degree",Covered,US Citizen,173.20508075688772
Female,Straight,White,High school graduate,Covered,US Citizen,244.94897427831782
Male,Straight,White,"Some college, no degree",Covered,US Citizen,316.22776601683796
Female,Straight,White,Master's degree,Covered,US Citizen,469.041575982343
Male,Straight,Hispanic,Less than a high school diploma,Covered,US Citizen,105.01428474260061
Female,Straight,Hispanic,Master's degree,Covered,US Citizen,71.4142842854285
Female,Straight,White,Bachelor's degree,Covered,US Citizen,316.22776601683796
Male,Straight,White,Doctoral degree,Covered,Non-US Citizen,331.66247903554
Male,Straight,White,Bachelor's degree,Covered,US Citizen,339.1164991562634
Male,Straight,Hispanic,Bachelor's degree,Not covered,Non-US Citizen,266.45825188948453
Female,Straight,White,Bachelor's degree,Covered,US Citizen,282.842712474619
Male,Straight,White,GED or equivalent,Covered,US Citizen,223.60679774997897
Female,Straight,White,Master's degree,Covered,US Citizen,387.2983346207417
Female,Straight,Black/African American,Associate degree,Covered,US Citizen,346.41016151377545
Female,Straight,White,Associate degree,Covered,US Citizen,118.32159566199232
Male,Straight,White,Less than a high school diploma,Covered,US Citizen,254.95097567963924
Male,Straight,Black/African American,Master's degree,Not covered,US Citizen,193.64916731037084
Female,Straight,White,High school graduate,Covered,US Citizen,254.95097567963924
Female,Straight,White,Associate degree,Covered,US Citizen,291.547594742265
Female,Straight,Hispanic,Associate degree,Covered,US Citizen,0
